#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];outputMpIp (float64)[1];outputMpR (float64)[1];outputMpZ (float64)[1];outputEpR (float64)[1];outputEpZ (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1]
0;-0.000087;0.000022;-0.000070;0.000089;-0.000042;-0.000056;0.000057;0.000040;-0.000015;0.000017;-0.000111;0.000052;3.526573;32.047581;-1.930585;4.787043;-4.057547;0.570355;0.048615;0.439142;-0.004254;0.439158;-0.004250
0.000100;-0.000103;0.000030;-0.000065;0.000085;-0.000044;-0.000064;0.000062;0.000046;0.000017;0.000030;-0.000100;0.000041;3.469353;32.020882;-1.991620;4.703119;-2.569417;0.691195;0.019363;0.439171;-0.004255;0.439181;-0.004253
0.000200;-0.000090;0.000022;-0.000044;0.000045;-0.000040;-0.000063;0.000067;0.000047;0.000044;0.000032;-0.000055;0.000012;3.511315;32.039951;-1.945844;4.767969;-0.852459;1.254258;-0.231277;0.439148;-0.004254;0.439151;-0.004253
0.000300;-0.000070;0.000012;-0.000025;0.000008;-0.000036;-0.000061;0.000069;0.000045;0.000060;0.000029;-0.000014;-0.000011;3.522759;32.047581;-1.934399;4.787043;0.231836;-2.543040;1.715297;0.439142;-0.004254;0.439143;-0.004253
0.000400;-0.000048;0.000002;-0.000006;-0.000028;-0.000031;-0.000056;0.000068;0.000041;0.000074;0.000026;0.000026;-0.000032;3.530388;32.047581;-1.930585;4.790857;1.399739;-0.027286;0.415006;0.439140;-0.004255;0.439146;-0.004254
0.000500;-0.000024;-0.000007;0.000015;-0.000062;-0.000024;-0.000049;0.000064;0.000035;0.000086;0.000021;0.000065;-0.000053;3.530388;32.047581;-1.930585;4.790857;2.598409;0.216193;0.284065;0.439140;-0.004255;0.439150;-0.004252
0.000600;-0.000023;-0.000007;0.000018;-0.000066;-0.000020;-0.000043;0.000059;0.000034;0.000087;0.000020;0.000067;-0.000060;3.526573;32.047581;-1.934399;4.790857;2.586521;0.211259;0.272538;0.439140;-0.004255;0.439150;-0.004252
0.000700;-0.000049;0.000006;0.000001;-0.000030;-0.000020;-0.000036;0.000056;0.000037;0.000075;0.000026;0.000025;-0.000051;3.526573;32.047581;-1.930585;4.790857;1.530538;-0.002453;0.284723;0.439140;-0.004254;0.439146;-0.004252
0.000800;-0.000074;0.000019;-0.000015;0.000008;-0.000018;-0.000029;0.000050;0.000037;0.000063;0.000032;-0.000019;-0.000041;3.526573;32.047581;-1.934399;4.787043;0.502337;-1.054022;0.302712;0.439142;-0.004255;0.439144;-0.004254
0.000900;-0.000100;0.000032;-0.000031;0.000047;-0.000015;-0.000018;0.000042;0.000037;0.000049;0.000038;-0.000062;-0.000032;3.530388;32.051399;-1.934399;4.790857;-0.502212;2.050545;0.316899;0.439142;-0.004256;0.439144;-0.004255
0.001000;-0.000126;0.000045;-0.000046;0.000087;-0.000010;-0.000005;0.000032;0.000034;0.000035;0.000043;-0.000106;-0.000022;3.530388;32.047581;-1.934399;4.790857;-1.515624;1.002444;0.321553;0.439140;-0.004256;0.439146;-0.004254
0.001100;-0.000128;0.000050;-0.000042;0.000099;0.000001;0.000014;0.000015;0.000025;0.000028;0.000046;-0.000114;-0.000025;3.526573;32.051399;-1.934399;4.787043;-1.226528;1.078653;0.545080;0.439144;-0.004255;0.439149;-0.004254
0.001200;-0.000101;0.000042;-0.000017;0.000072;0.000020;0.000039;-0.000009;0.000008;0.000032;0.000041;-0.000078;-0.000044;3.526573;32.047581;-1.934399;4.787043;0.215510;-2.350577;-3.064416;0.439142;-0.004255;0.439143;-0.004254
0.001300;-0.000079;0.000033;0.000005;0.000043;0.000034;0.000056;-0.000024;-0.000005;0.000036;0.000037;-0.000038;-0.000060;3.522759;32.047581;-1.938214;4.779413;1.430238;0.114025;-0.407304;0.439146;-0.004255;0.439152;-0.004253
0.001400;-0.000059;0.000021;0.000025;0.000010;0.000041;0.000062;-0.000029;-0.000012;0.000044;0.000033;0.000004;-0.000073;3.507500;32.039951;-1.953473;4.760340;2.611805;0.293486;-0.157452;0.439152;-0.004255;0.439162;-0.004252
0.001500;-0.000043;0.000006;0.000040;-0.000027;0.000041;0.000053;-0.000019;-0.000012;0.000058;0.000029;0.000049;-0.000083;3.522759;32.043770;-1.934399;4.783228;3.558744;0.332884;-0.033655;0.439142;-0.004254;0.439156;-0.004250
0.001601;-0.000050;0;0.000037;-0.000037;0.000034;0.000039;-0.000002;-0.000003;0.000064;0.000028;0.000058;-0.000083;3.526573;32.047581;-1.934399;4.790857;3.312436;0.290046;0.006365;0.439140;-0.004255;0.439153;-0.004252
0.001701;-0.000082;0.000007;0.000014;-0.000007;0.000020;0.000022;0.000019;0.000011;0.000061;0.000034;0.000021;-0.000068;3.526573;32.047581;-1.934399;4.790857;1.971780;0.079130;-0.027947;0.439140;-0.004255;0.439148;-0.004253
0.001801;-0.000113;0.000014;-0.000009;0.000023;0.000009;0.000006;0.000038;0.000024;0.000056;0.000040;-0.000017;-0.000054;3.530388;32.047581;-1.934399;4.790857;0.665132;-0.934169;-0.226860;0.439140;-0.004256;0.439143;-0.004255
0.001901;-0.000141;0.000023;-0.000032;0.000054;-0.000002;-0.000006;0.000055;0.000036;0.000050;0.000044;-0.000056;-0.000041;3.526573;32.047581;-1.934399;4.790857;-0.623130;2.203008;0.444059;0.439140;-0.004255;0.439143;-0.004254
0.002001;-0.000169;0.000032;-0.000054;0.000085;-0.000011;-0.000014;0.000068;0.000047;0.000044;0.000050;-0.000097;-0.000029;3.530388;32.047581;-1.934399;4.790857;-1.872182;1.118794;0.227161;0.439140;-0.004256;0.439147;-0.004254
0.002101;-0.000173;0.000033;-0.000056;0.000088;-0.000013;-0.000017;0.000074;0.000051;0.000047;0.000052;-0.000102;-0.000031;3.526573;32.047581;-1.930585;4.794672;-1.813023;1.170636;0.236133;0.439138;-0.004254;0.439145;-0.004252
0.002201;-0.000148;0.000023;-0.000037;0.000053;-0.000007;-0.000013;0.000072;0.000046;0.000060;0.000047;-0.000063;-0.000049;3.526573;32.047581;-1.934399;4.787043;-0.650650;2.376137;0.381422;0.439142;-0.004255;0.439145;-0.004254
0.002301;-0.000122;0.000013;-0.000017;0.000019;0;-0.000005;0.000066;0.000040;0.000071;0.000042;-0.000025;-0.000068;3.526573;32.047581;-1.934399;4.790857;0.560033;-1.667247;-0.167636;0.439140;-0.004255;0.439142;-0.004254
0.002401;-0.000096;0.000003;0.000004;-0.000013;0.000009;0.000006;0.000058;0.000032;0.000081;0.000037;0.000013;-0.000086;3.526573;32.047581;-1.930585;4.787043;1.848151;-0.145013;0.017290;0.439142;-0.004254;0.439149;-0.004252
0.002501;-0.000069;-0.000006;0.000025;-0.000045;0.000022;0.000020;0.000046;0.000023;0.000090;0.000032;0.000051;-0.000106;3.526573;32.047581;-1.934399;4.790857;3.263558;0.143804;0.040732;0.439140;-0.004255;0.439152;-0.004252
0.002601;-0.000067;-0.000005;0.000030;-0.000046;0.000031;0.000034;0.000035;0.000017;0.000088;0.000031;0.000051;-0.000112;3.526573;32.047581;-1.934399;4.787043;3.379535;0.163462;0.010447;0.439142;-0.004255;0.439155;-0.004252
0.002701;-0.000091;0.000007;0.000015;-0.000006;0.000036;0.000047;0.000025;0.000015;0.000073;0.000036;0.000006;-0.000103;3.526573;32.047581;-1.934399;4.790857;2.403230;0.031966;-0.123404;0.439140;-0.004255;0.439149;-0.004253
0.002801;-0.000116;0.000020;0.000001;0.000036;0.000043;0.000062;0.000013;0.000011;0.000058;0.000042;-0.000039;-0.000093;3.526573;32.047581;-1.934399;4.790857;1.427929;-0.271800;-0.452951;0.439140;-0.004255;0.439145;-0.004253
0.002901;-0.000145;0.000030;-0.000016;0.000074;0.000044;0.000068;0.000009;0.000012;0.000044;0.000047;-0.000081;-0.000080;3.522759;32.043770;-1.938214;4.783228;0.274150;-3.561797;-3.371961;0.439142;-0.004255;0.439143;-0.004254
0.003001;-0.000175;0.000039;-0.000035;0.000111;0.000041;0.000068;0.000013;0.000017;0.000032;0.000052;-0.000121;-0.000066;3.515130;32.039951;-1.949658;4.764154;-0.945280;1.733915;1.208034;0.439150;-0.004256;0.439153;-0.004255
0.003101;-0.000186;0.000035;-0.000040;0.000112;0.000034;0.000055;0.000029;0.000025;0.000035;0.000056;-0.000122;-0.000061;3.522759;32.047581;-1.938214;4.783228;-1.094739;1.657772;0.969705;0.439144;-0.004255;0.439148;-0.004254
0.003201;-0.000168;0.000020;-0.000026;0.000073;0.000031;0.000044;0.000043;0.000029;0.000051;0.000051;-0.000077;-0.000074;3.530388;32.047581;-1.934399;4.787043;-0.076133;18.270999;9.882545;0.439142;-0.004256;0.439142;-0.004256
0.003301;-0.000148;0.000006;-0.000011;0.000033;0.000029;0.000035;0.000055;0.000032;0.000068;0.000047;-0.000034;-0.000088;3.526573;32.047581;-1.934399;4.787043;0.941290;-1.021955;-0.483124;0.439142;-0.004255;0.439146;-0.004254
0.003401;-0.000126;-0.000008;0.000005;-0.000006;0.000029;0.000028;0.000064;0.000034;0.000084;0.000043;0.000007;-0.000104;3.526573;32.047581;-1.930585;4.787043;2.025711;-0.240946;-0.089443;0.439142;-0.004254;0.439149;-0.004252
0.003501;-0.000103;-0.000020;0.000021;-0.000044;0.000030;0.000025;0.000071;0.000035;0.000099;0.000038;0.000048;-0.000121;3.526573;32.051399;-1.930585;4.790857;3.121719;0.001540;0.020856;0.439142;-0.004254;0.439153;-0.004251
0.003601;-0.000103;-0.000023;0.000021;-0.000051;0.000028;0.000022;0.000078;0.000039;0.000104;0.000037;0.000052;-0.000127;3.522759;32.047581;-1.934399;4.790857;2.999803;-0.040048;0.036501;0.439140;-0.004254;0.439150;-0.004251
0.003701;-0.000130;-0.000013;0;-0.000017;0.000022;0.000018;0.000086;0.000048;0.000096;0.000042;0.000010;-0.000116;3.526573;32.047581;-1.934399;4.790857;1.770446;-0.457627;-0.045099;0.439140;-0.004255;0.439146;-0.004253
0.003801;-0.000156;-0.000002;-0.000019;0.000017;0.000018;0.000017;0.000092;0.000055;0.000088;0.000047;-0.000033;-0.000106;3.526573;32.051399;-1.934399;4.787043;0.676718;-2.108365;-0.437118;0.439144;-0.004255;0.439146;-0.004254
0.003901;-0.000182;0.000009;-0.000038;0.000053;0.000016;0.000019;0.000094;0.000061;0.000078;0.000052;-0.000076;-0.000096;3.522759;32.047581;-1.934399;4.790857;-0.425430;4.781747;1.253721;0.439140;-0.004254;0.439142;-0.004253
0.004001;-0.000208;0.000020;-0.000055;0.000089;0.000016;0.000025;0.000092;0.000065;0.000068;0.000057;-0.000120;-0.000087;3.526573;32.047581;-1.938214;4.787043;-1.499926;1.743023;0.534991;0.439142;-0.004256;0.439147;-0.004254
0.004101;-0.000211;0.000023;-0.000055;0.000097;0.000022;0.000036;0.000086;0.000061;0.000065;0.000061;-0.000129;-0.000090;3.526573;32.047581;-1.934399;4.787043;-1.289371;1.953626;0.711108;0.439142;-0.004255;0.439146;-0.004253
0.004201;-0.000184;0.000014;-0.000033;0.000067;0.000036;0.000053;0.000072;0.000050;0.000073;0.000056;-0.000092;-0.000110;3.526573;32.047581;-1.934399;4.787043;0.081637;-22.003713;-10.369659;0.439142;-0.004255;0.439142;-0.004255
0.004301;-0.000159;0.000005;-0.000009;0.000038;0.000052;0.000074;0.000056;0.000038;0.000080;0.000051;-0.000056;-0.000130;3.526573;32.051399;-1.934399;4.790857;1.549813;-0.661360;-0.517247;0.439142;-0.004255;0.439147;-0.004253
0.004401;-0.000133;-0.000003;0.000015;0.000010;0.000070;0.000097;0.000037;0.000024;0.000086;0.000046;-0.000020;-0.000151;3.522759;32.047581;-1.934399;4.787043;3.000139;-0.081364;-0.260198;0.439142;-0.004254;0.439152;-0.004251
0.004501;-0.000108;-0.000012;0.000039;-0.000017;0.000089;0.000122;0.000016;0.000009;0.000090;0.000040;0.000016;-0.000171;3.526573;32.047581;-1.934399;4.787043;4.424321;0.120965;-0.175220;0.439142;-0.004255;0.439155;-0.004251
0.004601;-0.000111;-0.000014;0.000043;-0.000018;0.000098;0.000131;0.000010;0.000005;0.000088;0.000039;0.000019;-0.000175;3.522759;32.047581;-1.938214;4.783228;4.446564;0.121138;-0.189923;0.439144;-0.004255;0.439156;-0.004252
0.004701;-0.000145;-0.000007;0.000023;0.000017;0.000094;0.000128;0.000017;0.000012;0.000077;0.000044;-0.000020;-0.000161;3.515130;32.039951;-1.949658;4.764154;3.095413;-0.070893;-0.338921;0.439150;-0.004256;0.439158;-0.004254
0.004801;-0.000181;-0.000002;0;0.000048;0.000083;0.000113;0.000039;0.000026;0.000072;0.000050;-0.000057;-0.000145;3.522759;32.043770;-1.942029;4.783228;1.776421;-0.581476;-0.644354;0.439142;-0.004256;0.439146;-0.004255
0.004901;-0.000216;0.000003;-0.000024;0.000078;0.000070;0.000095;0.000062;0.000042;0.000069;0.000057;-0.000094;-0.000130;3.522759;32.047581;-1.934399;4.787043;0.479637;-3.850523;-2.533779;0.439142;-0.004254;0.439143;-0.004253
0.005001;-0.000249;0.000010;-0.000048;0.000107;0.000058;0.000079;0.000085;0.000058;0.000067;0.000062;-0.000132;-0.000117;3.526573;32.047581;-1.934399;4.787043;-0.854281;3.131597;1.524322;0.439142;-0.004255;0.439144;-0.004254
0.005101;-0.000257;0.000008;-0.000054;0.000107;0.000051;0.000068;0.000101;0.000067;0.000073;0.000065;-0.000135;-0.000118;3.526573;32.047581;-1.930585;4.787043;-0.876215;3.216142;1.412669;0.439142;-0.004254;0.439144;-0.004253
0.005201;-0.000237;-0.000005;-0.000038;0.000069;0.000052;0.000064;0.000111;0.000069;0.000090;0.000061;-0.000094;-0.000136;3.522759;32.047581;-1.934399;4.787043;0.269772;-8.673731;-3.661988;0.439142;-0.004254;0.439143;-0.004253
0.005301;-0.000215;-0.000017;-0.000022;0.000032;0.000055;0.000064;0.000118;0.000070;0.000107;0.000057;-0.000055;-0.000156;3.526573;32.047581;-1.934399;4.787043;1.399812;-1.325172;-0.546195;0.439142;-0.004255;0.439145;-0.004254
0.005401;-0.000193;-0.000029;-0.000005;-0.000005;0.000060;0.000066;0.000121;0.000070;0.000122;0.000053;-0.000016;-0.000178;3.526573;32.047581;-1.934399;4.787043;2.629352;-0.499057;-0.217315;0.439142;-0.004255;0.439148;-0.004254
0.005501;-0.000170;-0.000040;0.000014;-0.000040;0.000067;0.000072;0.000122;0.000067;0.000136;0.000048;0.000022;-0.000200;3.522759;32.043770;-1.938214;4.787043;3.861555;-0.194224;-0.105211;0.439140;-0.004255;0.439147;-0.004254
0.005601;-0.000170;-0.000041;0.000016;-0.000045;0.000072;0.000079;0.000122;0.000068;0.000140;0.000047;0.000023;-0.000210;3.526573;32.047581;-1.938214;4.787043;3.917036;-0.201573;-0.113287;0.439142;-0.004256;0.439148;-0.004255
0.005701;-0.000198;-0.000030;-0.000002;-0.000009;0.000072;0.000085;0.000125;0.000073;0.000131;0.000052;-0.000021;-0.000204;3.522759;32.047581;-1.938214;4.783228;2.871574;-0.488705;-0.251775;0.439144;-0.004255;0.439148;-0.004254
0.005801;-0.000227;-0.000019;-0.000019;0.000029;0.000075;0.000094;0.000125;0.000077;0.000121;0.000058;-0.000065;-0.000199;3.526573;32.047581;-1.934399;4.787043;1.875027;-1.056221;-0.546699;0.439142;-0.004255;0.439144;-0.004255
0.005901;-0.000255;-0.000007;-0.000036;0.000067;0.000079;0.000106;0.000122;0.000080;0.000110;0.000064;-0.000110;-0.000195;3.522759;32.047581;-1.934399;4.787043;0.915108;-2.768240;-1.475108;0.439142;-0.004254;0.439143;-0.004254
0.006001;-0.000284;0.000004;-0.000051;0.000106;0.000085;0.000120;0.000116;0.000081;0.000099;0.000070;-0.000155;-0.000191;3.526573;32.047581;-1.934399;4.787043;0.049433;-61.364728;-34.307394;0.439142;-0.004255;0.439142;-0.004255
0.006101;-0.000290;0.000007;-0.000048;0.000118;0.000098;0.000141;0.000105;0.000075;0.000095;0.000073;-0.000165;-0.000199;3.526573;32.047581;-1.934399;4.783228;0.425231;-6.785324;-4.458444;0.439144;-0.004255;0.439144;-0.004255
0.006201;-0.000271;-0.000002;-0.000025;0.000089;0.000117;0.000165;0.000091;0.000064;0.000103;0.000069;-0.000129;-0.000223;3.515130;32.039951;-1.949658;4.767969;1.913852;-1.128419;-0.983078;0.439148;-0.004256;0.439149;-0.004256
0.006301;-0.000255;-0.000015;-0.000004;0.000057;0.000129;0.000178;0.000089;0.000058;0.000114;0.000066;-0.000089;-0.000245;3.522759;32.047581;-1.938214;4.783228;3.236183;-0.486547;-0.548553;0.439144;-0.004255;0.439145;-0.004256
0.006401;-0.000242;-0.000030;0.000013;0.000022;0.000136;0.000182;0.000095;0.000058;0.000128;0.000062;-0.000048;-0.000266;3.522759;32.043770;-1.942029;4.775599;4.343933;-0.262901;-0.367950;0.439146;-0.004256;0.439145;-0.004259
0.006501;-0.000231;-0.000046;0.000029;-0.000016;0.000138;0.000179;0.000112;0.000063;0.000147;0.000058;-0.000005;-0.000287;3.522759;32.047581;-1.938214;4.783228;5.490276;-0.136460;-0.246798;0.439144;-0.004255;0.439139;-0.004261
0.006601;-0.000242;-0.000052;0.000026;-0.000026;0.000137;0.000173;0.000132;0.000073;0.000157;0.000058;0.000001;-0.000298;3.522759;32.047581;-1.938214;4.787043;5.426179;-0.183307;-0.237392;0.439142;-0.004255;0.439133;-0.004263
0.006701;-0.000280;-0.000045;0.000004;0.000005;0.000131;0.000166;0.000153;0.000089;0.000156;0.000065;-0.000039;-0.000295;3.522759;32.047581;-1.934399;4.787043;4.297270;-0.420058;-0.340031;0.439142;-0.004254;0.439132;-0.004261
0.006802;-0.000318;-0.000038;-0.000018;0.000036;0.000126;0.000164;0.000173;0.000105;0.000155;0.000073;-0.000081;-0.000294;3.522759;32.047581;-1.938214;4.787043;3.224173;-0.802938;-0.515103;0.439142;-0.004255;0.439133;-0.004261
0.006902;-0.000355;-0.000030;-0.000039;0.000069;0.000124;0.000164;0.000190;0.000119;0.000153;0.000081;-0.000123;-0.000295;3.526573;32.047581;-1.930585;4.787043;2.199692;-1.521739;-0.860126;0.439142;-0.004254;0.439135;-0.004258
0.007002;-0.000394;-0.000021;-0.000059;0.000102;0.000124;0.000170;0.000205;0.000131;0.000151;0.000088;-0.000167;-0.000298;3.526573;32.047581;-1.934399;4.787043;1.235632;-3.297694;-1.747299;0.439142;-0.004255;0.439138;-0.004258
0.007102;-0.000409;-0.000021;-0.000059;0.000107;0.000131;0.000182;0.000214;0.000137;0.000157;0.000093;-0.000175;-0.000316;3.526573;32.047581;-1.934399;4.787043;1.578558;-2.619686;-1.449584;0.439142;-0.004255;0.439136;-0.004259
0.007202;-0.000397;-0.000032;-0.000039;0.000073;0.000147;0.000202;0.000216;0.000135;0.000175;0.000091;-0.000139;-0.000352;3.526573;32.047581;-1.938214;4.787043;3.140654;-1.131937;-0.712727;0.439142;-0.004256;0.439128;-0.004265
0.007302;-0.000384;-0.000045;-0.000021;0.000042;0.000164;0.000227;0.000219;0.000133;0.000186;0.000087;-0.000105;-0.000390;3.522759;32.043770;-1.934399;4.787043;4.337527;-0.726617;-0.517797;0.439140;-0.004254;0.439117;-0.004268
0.007402;-0.000361;-0.000060;-0.000004;0.000012;0.000177;0.000245;0.000214;0.000126;0.000192;0.000081;-0.000074;-0.000411;3.511315;32.043770;-1.953473;4.764154;5.318269;-0.508797;-0.412446;0.439152;-0.004256;0.439117;-0.004277
0.007502;-0.000341;-0.000071;0.000017;-0.000018;0.000193;0.000269;0.000205;0.000118;0.000205;0.000079;-0.000039;-0.000435;3.503685;32.039951;-1.957288;4.756525;7.056658;-0.272358;-0.303792;0.439154;-0.004255;0.439098;-0.004287
0.007602;-0.000346;-0.000074;0.000021;-0.000017;0.000207;0.000291;0.000197;0.000114;0.000206;0.000081;-0.000041;-0.000448;3.507500;32.039951;-1.957288;4.760340;7.427750;-0.246947;-0.308040;0.439152;-0.004256;0.439081;-0.004296
0.007702;-0.000373;-0.000071;-0.000005;0.000027;0.000214;0.000309;0.000194;0.000115;0.000169;0.000070;-0.000096;-0.000434;3.515130;32.043770;-1.942029;4.779413;4.661261;-0.683599;-0.593317;0.439144;-0.004254;0.439095;-0.004281
0.007802;-0.000408;-0.000060;-0.000018;0.000068;0.000227;0.000332;0.000184;0.000113;0.000164;0.000078;-0.000139;-0.000433;3.511315;32.043770;-1.953473;4.764154;4.232213;-0.832803;-0.745420;0.439152;-0.004256;0.439103;-0.004284
0.007902;-0.000436;-0.000057;-0.000039;0.000111;0.000234;0.000345;0.000177;0.000111;0.000135;0.000071;-0.000189;-0.000415;3.534203;32.051399;-1.922956;4.798486;1.867866;-2.489358;-1.905744;0.439138;-0.004254;0.439116;-0.004267
0.008002;-0.000476;-0.000050;-0.000058;0.000149;0.000240;0.000355;0.000182;0.000117;0.000125;0.000074;-0.000231;-0.000408;3.545647;32.059021;-1.911511;4.817560;0.702940;-7.664457;-5.513539;0.439132;-0.004254;0.439124;-0.004259
0.008102;-0.000493;-0.000056;-0.000062;0.000152;0.000241;0.000351;0.000191;0.000121;0.000133;0.000072;-0.000231;-0.000406;3.507500;32.039951;-1.953473;4.756525;0.463163;-12.168163;-8.347803;0.439154;-0.004255;0.439148;-0.004258
0.008202;-0.000483;-0.000075;-0.000050;0.000116;0.000244;0.000350;0.000211;0.000129;0.000152;0.000072;-0.000191;-0.000425;3.522759;32.047581;-1.938214;4.779413;1.927578;-2.671391;-1.878281;0.439146;-0.004255;0.439122;-0.004269
0.008302;-0.000464;-0.000097;-0.000041;0.000079;0.000240;0.000343;0.000230;0.000135;0.000165;0.000071;-0.000156;-0.000435;3.526573;32.047581;-1.934399;4.787043;2.778858;-1.753386;-1.198991;0.439142;-0.004255;0.439105;-0.004277
0.008402;-0.000452;-0.000112;-0.000024;0.000041;0.000244;0.000344;0.000248;0.000142;0.000195;0.000075;-0.000113;-0.000462;3.522759;32.047581;-1.938214;4.779413;4.850965;-0.848197;-0.632128;0.439146;-0.004255;0.439074;-0.004297
0.008502;-0.000432;-0.000130;-0.000009;0.000003;0.000244;0.000340;0.000261;0.000146;0.000215;0.000072;-0.000075;-0.000478;3.541832;32.055210;-1.922956;4.809930;6.144789;-0.587654;-0.455977;0.439134;-0.004256;0.439033;-0.004315
0.008602;-0.000439;-0.000134;-0.000008;-0.000006;0.000246;0.000340;0.000273;0.000154;0.000238;0.000077;-0.000068;-0.000490;3.499871;32.036140;-1.964917;4.748896;7.091121;-0.476265;-0.383037;0.439156;-0.004256;0.439025;-0.004330
0.008702;-0.000470;-0.000132;-0.000036;0.000029;0.000241;0.000339;0.000293;0.000168;0.000220;0.000074;-0.000117;-0.000483;3.511315;32.039951;-1.953473;4.764154;4.939713;-0.931932;-0.606416;0.439150;-0.004256;0.439052;-0.004311
0.008802;-0.000497;-0.000130;-0.000061;0.000064;0.000236;0.000333;0.000303;0.000177;0.000203;0.000068;-0.000164;-0.000465;3.541832;32.055210;-1.915326;4.809930;2.589172;-2.245582;-1.248261;0.439134;-0.004254;0.439081;-0.004284
0.008902;-0.000529;-0.000122;-0.000080;0.000097;0.000235;0.000334;0.000307;0.000185;0.000206;0.000072;-0.000204;-0.000457;3.507500;32.039951;-1.953473;4.760340;1.737512;-3.671495;-1.975918;0.439152;-0.004255;0.439115;-0.004275
0.009002;-0.000560;-0.000116;-0.000101;0.000134;0.000239;0.000343;0.000316;0.000193;0.000193;0.000071;-0.000252;-0.000455;3.522759;32.047581;-1.938214;4.779413;0.253949;-28.623608;-14.894765;0.439146;-0.004255;0.439141;-0.004258
0.009102;-0.000562;-0.000121;-0.000107;0.000144;0.000244;0.000354;0.000316;0.000193;0.000182;0.000067;-0.000268;-0.000454;3.530388;32.047581;-1.930585;4.790857;-0.414968;18.360921;9.503864;0.439140;-0.004255;0.439131;-0.004260
0.009202;-0.000542;-0.000130;-0.000082;0.000114;0.000263;0.000379;0.000308;0.000188;0.000204;0.000070;-0.000231;-0.000486;3.526573;32.043770;-1.934399;4.783228;2.136606;-3.045014;-1.819596;0.439142;-0.004255;0.439095;-0.004281
0.009302;-0.000518;-0.000143;-0.000059;0.000085;0.000278;0.000399;0.000294;0.000178;0.000216;0.000070;-0.000199;-0.000504;3.541832;32.055210;-1.919141;4.809930;3.806482;-1.494393;-1.002385;0.439134;-0.004255;0.439046;-0.004305
0.009402;-0.000492;-0.000156;-0.000039;0.000060;0.000296;0.000426;0.000281;0.000167;0.000222;0.000066;-0.000169;-0.000525;3.503685;32.043770;-1.953473;4.760340;5.333491;-0.926694;-0.714589;0.439154;-0.004254;0.439021;-0.004329
0.009502;-0.000475;-0.000165;-0.000013;0.000031;0.000317;0.000454;0.000266;0.000158;0.000245;0.000072;-0.000130;-0.000553;3.496056;32.036140;-1.968732;4.741266;8.040958;-0.463278;-0.466808;0.439160;-0.004256;0.438939;-0.004380
