#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];outputMpIp (float64)[1];outputMpR (float64)[1];outputMpZ (float64)[1];outputEpR (float64)[1];outputEpZ (float64)[1]
0.428372;-0.000271;-0.000073;0.000667;0.000110;-0.000147;0.000255;-0.000049;-0.000613;0.000572;0.000314;-0.000140;0.001035;3.530388;32.093361;-1.934399;4.775599;64.687858;0.513187;0.027636;0.439171;-0.004256
0.428472;-0.000302;-0.000067;0.000643;0.000142;-0.000163;0.000237;-0.000028;-0.000598;0.000568;0.000321;-0.000178;0.001052;3.530388;32.089539;-1.934399;4.779413;63.342515;0.511585;0.027271;0.439167;-0.004256
0.428572;-0.000320;-0.000063;0.000628;0.000160;-0.000176;0.000222;-0.000011;-0.000588;0.000567;0.000327;-0.000201;0.001063;3.530388;32.093361;-1.934399;4.779413;62.672549;0.510278;0.027521;0.439169;-0.004256
0.428672;-0.000295;-0.000074;0.000644;0.000124;-0.000179;0.000213;-0.000005;-0.000589;0.000581;0.000321;-0.000158;0.001052;3.526573;32.093361;-1.934399;4.783228;63.747946;0.510127;0.031430;0.439167;-0.004255
0.428772;-0.000269;-0.000084;0.000662;0.000088;-0.000180;0.000208;-0.000001;-0.000591;0.000594;0.000315;-0.000117;0.001039;3.530388;32.093361;-1.930585;4.779413;64.830367;0.510223;0.034726;0.439169;-0.004255
0.428872;-0.000242;-0.000093;0.000680;0.000053;-0.000179;0.000207;-0.000001;-0.000595;0.000606;0.000309;-0.000076;0.001025;3.530388;32.093361;-1.934399;4.779413;66.014241;0.510448;0.037519;0.439169;-0.004256
0.428972;-0.000214;-0.000102;0.000699;0.000019;-0.000176;0.000209;-0.000005;-0.000601;0.000617;0.000303;-0.000036;0.001010;3.534203;32.093361;-1.934399;4.783228;67.145062;0.510930;0.039798;0.439167;-0.004257
0.429072;-0.000197;-0.000106;0.000711;-0.000003;-0.000173;0.000214;-0.000009;-0.000604;0.000623;0.000298;-0.000014;0.001000;3.530388;32.093361;-1.930585;4.779413;67.759628;0.511317;0.040883;0.439169;-0.004255
0.429172;-0.000221;-0.000094;0.000693;0.000032;-0.000177;0.000217;-0.000010;-0.000600;0.000612;0.000305;-0.000057;0.001011;3.530388;32.089539;-1.930585;4.779413;66.637521;0.511094;0.038181;0.439167;-0.004255
0.429272;-0.000243;-0.000082;0.000675;0.000067;-0.000179;0.000224;-0.000013;-0.000596;0.000601;0.000311;-0.000100;0.001021;3.530388;32.089539;-1.930585;4.779413;65.661159;0.510893;0.035015;0.439167;-0.004255
0.429372;-0.000267;-0.000071;0.000658;0.000103;-0.000179;0.000232;-0.000019;-0.000594;0.000589;0.000318;-0.000144;0.001032;3.530388;32.089539;-1.934399;4.779413;64.611724;0.510932;0.031531;0.439167;-0.004256
0.429472;-0.000290;-0.000058;0.000642;0.000139;-0.000179;0.000244;-0.000027;-0.000594;0.000576;0.000325;-0.000188;0.001043;3.530388;32.093361;-1.934399;4.779413;63.627500;0.511176;0.027589;0.439169;-0.004256
0.429572;-0.000302;-0.000048;0.000634;0.000165;-0.000174;0.000258;-0.000039;-0.000598;0.000566;0.000330;-0.000216;0.001049;3.530388;32.093361;-1.934399;4.779413;63.310622;0.511690;0.024129;0.439169;-0.004256
0.429672;-0.000273;-0.000055;0.000659;0.000134;-0.000158;0.000279;-0.000060;-0.000613;0.000570;0.000324;-0.000178;0.001034;3.526573;32.093361;-1.930585;4.779413;64.765831;0.513165;0.024426;0.439169;-0.004254
0.429772;-0.000247;-0.000063;0.000683;0.000103;-0.000143;0.000296;-0.000078;-0.000627;0.000573;0.000317;-0.000139;0.001020;3.518944;32.089539;-1.945844;4.764154;66.018785;0.514534;0.025125;0.439175;-0.004256
0.429872;-0.000224;-0.000074;0.000703;0.000069;-0.000135;0.000302;-0.000084;-0.000635;0.000580;0.000310;-0.000096;0.001009;3.526573;32.093361;-1.938214;4.775599;67.214650;0.515016;0.027225;0.439171;-0.004256
0.429972;-0.000202;-0.000086;0.000721;0.000034;-0.000133;0.000298;-0.000082;-0.000638;0.000590;0.000303;-0.000051;0.001000;3.518944;32.089539;-1.945844;4.764154;68.319282;0.514974;0.030263;0.439175;-0.004256
0.430072;-0.000193;-0.000096;0.000728;0.000010;-0.000136;0.000285;-0.000069;-0.000633;0.000599;0.000299;-0.000022;0.000996;3.526573;32.089539;-1.938214;4.775599;68.868227;0.514027;0.033332;0.439169;-0.004256
0.430172;-0.000223;-0.000089;0.000704;0.000040;-0.000150;0.000268;-0.000048;-0.000617;0.000595;0.000306;-0.000058;0.001012;3.526573;32.089539;-1.934399;4.775599;67.720824;0.512288;0.032948;0.439169;-0.004255
0.430272;-0.000251;-0.000082;0.000680;0.000071;-0.000163;0.000253;-0.000029;-0.000602;0.000591;0.000313;-0.000096;0.001027;3.526573;32.093361;-1.938214;4.775599;66.704801;0.510499;0.032237;0.439171;-0.004256
0.430372;-0.000279;-0.000074;0.000657;0.000102;-0.000175;0.000240;-0.000013;-0.000588;0.000586;0.000320;-0.000134;0.001040;3.530388;32.093361;-1.934399;4.779413;65.626107;0.508830;0.031260;0.439169;-0.004256
0.430472;-0.000305;-0.000065;0.000635;0.000134;-0.000185;0.000230;0;-0.000575;0.000581;0.000328;-0.000174;0.001053;3.526573;32.089539;-1.934399;4.779413;64.557619;0.507390;0.029925;0.439167;-0.004255
0.430572;-0.000319;-0.000059;0.000621;0.000155;-0.000191;0.000224;0.000009;-0.000567;0.000579;0.000333;-0.000198;0.001061;3.526573;32.093361;-1.938214;4.779413;64.152014;0.506355;0.028989;0.439169;-0.004256
0.430672;-0.000292;-0.000068;0.000640;0.000120;-0.000186;0.000225;0.000007;-0.000571;0.000591;0.000327;-0.000157;0.001046;3.530388;32.093361;-1.934399;4.779413;65.499451;0.506536;0.031523;0.439169;-0.004256
0.430772;-0.000263;-0.000077;0.000659;0.000086;-0.000180;0.000229;0.000001;-0.000577;0.000601;0.000321;-0.000117;0.001031;3.526573;32.093361;-1.934399;4.775599;66.780983;0.507069;0.033599;0.439171;-0.004255
0.430872;-0.000235;-0.000086;0.000680;0.000052;-0.000172;0.000236;-0.000007;-0.000584;0.000610;0.000313;-0.000077;0.001016;3.530388;32.093361;-1.938214;4.775599;68.069734;0.507727;0.035213;0.439171;-0.004257
0.430972;-0.000206;-0.000093;0.000701;0.000019;-0.000162;0.000246;-0.000019;-0.000592;0.000619;0.000307;-0.000037;0.001000;3.530388;32.089539;-1.934399;4.779413;69.444484;0.508549;0.036497;0.439167;-0.004256
0.431072;-0.000188;-0.000098;0.000715;-0.000001;-0.000152;0.000257;-0.000031;-0.000600;0.000622;0.000302;-0.000014;0.000989;3.526573;32.089539;-1.934399;4.779413;70.131540;0.509343;0.036750;0.439167;-0.004255
0.431172;-0.000211;-0.000085;0.000699;0.000035;-0.000150;0.000266;-0.000039;-0.000598;0.000609;0.000308;-0.000057;0.000999;3.526573;32.089539;-1.938214;4.779413;69.161936;0.509469;0.033217;0.439167;-0.004256
0.431272;-0.000234;-0.000073;0.000683;0.000072;-0.000147;0.000278;-0.000050;-0.000598;0.000595;0.000315;-0.000101;0.001010;3.530388;32.093361;-1.934399;4.783228;68.208840;0.509799;0.029412;0.439167;-0.004256
0.431372;-0.000258;-0.000060;0.000668;0.000110;-0.000142;0.000290;-0.000062;-0.000599;0.000580;0.000322;-0.000144;0.001022;3.530388;32.089539;-1.934399;4.779413;67.213753;0.510245;0.025340;0.439167;-0.004256
0.431472;-0.000285;-0.000050;0.000650;0.000145;-0.000143;0.000293;-0.000065;-0.000595;0.000567;0.000328;-0.000185;0.001036;3.522759;32.089539;-1.938214;4.771784;66.089274;0.510154;0.022343;0.439171;-0.004255
0.431572;-0.000304;-0.000045;0.000638;0.000167;-0.000146;0.000288;-0.000063;-0.000590;0.000560;0.000334;-0.000208;0.001047;3.518944;32.085732;-1.945844;4.760340;65.434001;0.509864;0.021102;0.439175;-0.004256
0.431672;-0.000283;-0.000059;0.000654;0.000131;-0.000147;0.000277;-0.000055;-0.000590;0.000573;0.000328;-0.000163;0.001039;3.526573;32.093361;-1.938214;4.775599;66.430613;0.509640;0.025253;0.439171;-0.004256
0.431772;-0.000262;-0.000072;0.000670;0.000094;-0.000149;0.000264;-0.000046;-0.000589;0.000587;0.000322;-0.000118;0.001030;3.526573;32.093361;-1.934399;4.779413;67.473996;0.509280;0.029377;0.439169;-0.004255
0.431872;-0.000238;-0.000084;0.000686;0.000058;-0.000151;0.000253;-0.000037;-0.000588;0.000602;0.000316;-0.000074;0.001020;3.530388;32.093361;-1.934399;4.779413;68.630000;0.508932;0.033172;0.439169;-0.004256
0.431972;-0.000213;-0.000096;0.000703;0.000021;-0.000152;0.000244;-0.000031;-0.000589;0.000616;0.000310;-0.000031;0.001008;3.530388;32.089539;-1.934399;4.783228;69.751946;0.508800;0.036594;0.439165;-0.004256
0.432072;-0.000198;-0.000103;0.000713;-0.000003;-0.000153;0.000237;-0.000027;-0.000589;0.000625;0.000306;-0.000005;0.001000;3.530388;32.089539;-1.934399;4.779413;70.289397;0.508683;0.038804;0.439167;-0.004256
0.432172;-0.000223;-0.000093;0.000692;0.000030;-0.000162;0.000229;-0.000019;-0.000579;0.000619;0.000312;-0.000046;0.001013;3.526573;32.093361;-1.934399;4.779413;69.053815;0.507971;0.037323;0.439169;-0.004255
0.432273;-0.000247;-0.000084;0.000672;0.000064;-0.000169;0.000223;-0.000014;-0.000572;0.000611;0.000319;-0.000088;0.001026;3.530388;32.089539;-1.934399;4.779413;67.853196;0.507468;0.035503;0.439167;-0.004256
0.432373;-0.000271;-0.000073;0.000653;0.000098;-0.000174;0.000221;-0.000011;-0.000566;0.000603;0.000325;-0.000131;0.001037;3.530388;32.089539;-1.934399;4.779413;66.649266;0.507146;0.033223;0.439167;-0.004256
0.432473;-0.000295;-0.000062;0.000635;0.000133;-0.000178;0.000220;-0.000012;-0.000561;0.000593;0.000331;-0.000174;0.001049;3.530388;32.093361;-1.934399;4.779413;65.465792;0.506997;0.030543;0.439169;-0.004256
0.432573;-0.000308;-0.000053;0.000625;0.000156;-0.000177;0.000225;-0.000018;-0.000562;0.000587;0.000336;-0.000202;0.001055;3.526573;32.089539;-1.934399;4.779413;64.819225;0.507427;0.028297;0.439167;-0.004255
0.432673;-0.000278;-0.000061;0.000648;0.000124;-0.000167;0.000235;-0.000034;-0.000575;0.000593;0.000330;-0.000163;0.001041;3.526573;32.089539;-1.938214;4.775599;65.965420;0.509041;0.029591;0.439169;-0.004256
0.432773;-0.000250;-0.000068;0.000673;0.000093;-0.000155;0.000248;-0.000052;-0.000589;0.000598;0.000322;-0.000126;0.001026;3.526573;32.089539;-1.938214;4.775599;67.060233;0.510812;0.030477;0.439169;-0.004256
0.432873;-0.000221;-0.000075;0.000697;0.000062;-0.000142;0.000264;-0.000072;-0.000605;0.000603;0.000316;-0.000088;0.001011;3.526573;32.093361;-1.938214;4.779413;68.150578;0.512609;0.031166;0.439169;-0.004256
0.432973;-0.000192;-0.000082;0.000723;0.000031;-0.000127;0.000282;-0.000095;-0.000622;0.000607;0.000309;-0.000051;0.000997;3.526573;32.089539;-1.934399;4.779413;69.289613;0.514541;0.031555;0.439167;-0.004255
0.433073;-0.000175;-0.000086;0.000740;0.000013;-0.000113;0.000301;-0.000117;-0.000638;0.000605;0.000304;-0.000030;0.000987;3.526573;32.085732;-1.938214;4.771784;69.730659;0.516429;0.030956;0.439169;-0.004256
0.433173;-0.000203;-0.000076;0.000723;0.000050;-0.000114;0.000304;-0.000123;-0.000638;0.000590;0.000310;-0.000072;0.001003;3.522759;32.089539;-1.938214;4.771784;68.364111;0.517047;0.028006;0.439171;-0.004255
0.433273;-0.000233;-0.000068;0.000703;0.000085;-0.000120;0.000300;-0.000120;-0.000634;0.000578;0.000317;-0.000111;0.001021;3.515130;32.085732;-1.945844;4.760340;66.927874;0.517143;0.026025;0.439175;-0.004255
0.433373;-0.000265;-0.000062;0.000681;0.000117;-0.000134;0.000283;-0.000103;-0.000622;0.000571;0.000324;-0.000148;0.001041;3.526573;32.093361;-1.942029;4.771784;65.510340;0.516207;0.025508;0.439173;-0.004257
0.433473;-0.000296;-0.000056;0.000657;0.000149;-0.000149;0.000264;-0.000085;-0.000610;0.000567;0.000332;-0.000185;0.001059;3.526573;32.089539;-1.938214;4.775599;64.134557;0.515065;0.025142;0.439169;-0.004256
0.433573;-0.000315;-0.000053;0.000642;0.000168;-0.000162;0.000248;-0.000069;-0.000600;0.000566;0.000337;-0.000207;0.001071;3.530388;32.089539;-1.934399;4.775599;63.408858;0.513968;0.025483;0.439169;-0.004256
0.433673;-0.000291;-0.000065;0.000660;0.000131;-0.000164;0.000238;-0.000062;-0.000601;0.000581;0.000331;-0.000164;0.001061;3.526573;32.093361;-1.934399;4.779413;64.405702;0.513839;0.029507;0.439169;-0.004255
0.433773;-0.000266;-0.000077;0.000677;0.000095;-0.000165;0.000232;-0.000058;-0.000604;0.000594;0.000324;-0.000122;0.001048;3.530388;32.089539;-1.934399;4.779413;65.381218;0.513931;0.032970;0.439167;-0.004256
0.433873;-0.000240;-0.000087;0.000696;0.000060;-0.000165;0.000228;-0.000057;-0.000608;0.000607;0.000317;-0.000080;0.001035;3.526573;32.089539;-1.934399;4.779413;66.413847;0.514168;0.035972;0.439167;-0.004255
0.433973;-0.000213;-0.000097;0.000714;0.000025;-0.000162;0.000227;-0.000059;-0.000614;0.000618;0.000311;-0.000040;0.001022;3.526573;32.093361;-1.934399;4.779413;67.481865;0.514575;0.038552;0.439169;-0.004255
0.434073;-0.000196;-0.000103;0.000726;0.000003;-0.000160;0.000229;-0.000061;-0.000618;0.000624;0.000306;-0.000016;0.001012;3.530388;32.089539;-1.934399;4.779413;68.013921;0.514944;0.039913;0.439167;-0.004256
0.434173;-0.000220;-0.000092;0.000707;0.000037;-0.000165;0.000229;-0.000059;-0.000613;0.000614;0.000313;-0.000059;0.001024;3.526573;32.089539;-1.934399;4.779413;66.894140;0.514726;0.037501;0.439167;-0.004255
0.434273;-0.000243;-0.000080;0.000689;0.000072;-0.000167;0.000232;-0.000060;-0.000610;0.000603;0.000320;-0.000102;0.001036;3.530388;32.089539;-1.934399;4.779413;65.793737;0.514662;0.034620;0.439167;-0.004256
0.434373;-0.000267;-0.000068;0.000672;0.000108;-0.000168;0.000239;-0.000063;-0.000608;0.000591;0.000326;-0.000145;0.001048;3.530388;32.093361;-1.934399;4.779413;64.822359;0.514707;0.031234;0.439169;-0.004256
0.434473;-0.000290;-0.000056;0.000656;0.000144;-0.000167;0.000248;-0.000068;-0.000608;0.000578;0.000333;-0.000189;0.001059;3.530388;32.093361;-1.934399;4.779413;63.873134;0.514845;0.027377;0.439169;-0.004256
0.434573;-0.000303;-0.000047;0.000648;0.000169;-0.000163;0.000261;-0.000079;-0.000613;0.000567;0.000340;-0.000216;0.001066;3.526573;32.089539;-1.934399;4.779413;63.495959;0.515476;0.024145;0.439167;-0.004255
0.434673;-0.000275;-0.000055;0.000674;0.000138;-0.000147;0.000280;-0.000098;-0.000630;0.000570;0.000334;-0.000178;0.001051;3.526573;32.093361;-1.934399;4.775599;64.890251;0.516971;0.024514;0.439171;-0.004255
0.434773;-0.000249;-0.000064;0.000697;0.000106;-0.000135;0.000293;-0.000111;-0.000644;0.000574;0.000327;-0.000138;0.001039;3.522759;32.089539;-1.942029;4.767969;66.069366;0.518112;0.025667;0.439173;-0.004256
0.434873;-0.000226;-0.000075;0.000717;0.000072;-0.000129;0.000296;-0.000113;-0.000652;0.000583;0.000321;-0.000096;0.001029;3.526573;32.089539;-1.934399;4.775599;67.259624;0.518368;0.028010;0.439169;-0.004255
0.434973;-0.000205;-0.000087;0.000734;0.000037;-0.000127;0.000291;-0.000108;-0.000656;0.000593;0.000315;-0.000051;0.001019;3.522759;32.089539;-1.942029;4.771784;68.384978;0.518180;0.031129;0.439171;-0.004256
0.435073;-0.000196;-0.000098;0.000742;0.000012;-0.000132;0.000279;-0.000093;-0.000653;0.000603;0.000310;-0.000021;0.001015;3.530388;32.093361;-1.938214;4.779413;68.918926;0.517210;0.034193;0.439169;-0.004257
0.435173;-0.000226;-0.000091;0.000718;0.000043;-0.000146;0.000263;-0.000071;-0.000638;0.000599;0.000317;-0.000058;0.001032;3.526573;32.093361;-1.934399;4.779413;67.868849;0.515406;0.033706;0.439169;-0.004255
0.435273;-0.000254;-0.000084;0.000694;0.000075;-0.000159;0.000249;-0.000052;-0.000624;0.000595;0.000325;-0.000095;0.001047;3.530388;32.093361;-1.934399;4.779413;66.860280;0.513654;0.032961;0.439169;-0.004256
0.435373;-0.000281;-0.000075;0.000671;0.000106;-0.000171;0.000238;-0.000035;-0.000612;0.000589;0.000331;-0.000134;0.001060;3.530388;32.089539;-1.934399;4.783228;65.805385;0.512126;0.031792;0.439165;-0.004256
0.435473;-0.000307;-0.000066;0.000649;0.000139;-0.000181;0.000230;-0.000021;-0.000600;0.000584;0.000338;-0.000174;0.001074;3.526573;32.089539;-1.938214;4.779413;64.797777;0.510737;0.030188;0.439167;-0.004256
0.435573;-0.000322;-0.000060;0.000636;0.000159;-0.000187;0.000227;-0.000013;-0.000594;0.000580;0.000343;-0.000199;0.001081;3.530388;32.093361;-1.934399;4.783228;64.422390;0.509680;0.028933;0.439167;-0.004256
0.435673;-0.000294;-0.000069;0.000656;0.000125;-0.000182;0.000231;-0.000014;-0.000599;0.000591;0.000336;-0.000158;0.001066;3.530388;32.089539;-1.934399;4.779413;65.769704;0.509881;0.031101;0.439167;-0.004256
0.435773;-0.000266;-0.000077;0.000676;0.000090;-0.000175;0.000238;-0.000019;-0.000607;0.000601;0.000330;-0.000118;0.001051;3.530388;32.093361;-1.934399;4.779413;67.122009;0.510233;0.032897;0.439169;-0.004256
0.435873;-0.000238;-0.000085;0.000697;0.000057;-0.000165;0.000248;-0.000028;-0.000616;0.000609;0.000323;-0.000079;0.001035;3.530388;32.093361;-1.934399;4.779413;68.485439;0.510828;0.034261;0.439169;-0.004256
0.435973;-0.000209;-0.000093;0.000719;0.000024;-0.000155;0.000260;-0.000038;-0.000626;0.000616;0.000317;-0.000039;0.001019;3.530388;32.093361;-1.930585;4.779413;69.889780;0.511557;0.035231;0.439169;-0.004255
0.436073;-0.000191;-0.000097;0.000733;0.000004;-0.000144;0.000273;-0.000051;-0.000635;0.000618;0.000312;-0.000017;0.001008;3.530388;32.089539;-1.934399;4.779413;70.635434;0.512354;0.035211;0.439167;-0.004256
0.436173;-0.000214;-0.000085;0.000718;0.000040;-0.000141;0.000285;-0.000059;-0.000635;0.000603;0.000318;-0.000060;0.001019;3.530388;32.093361;-1.934399;4.779413;69.711526;0.512498;0.031453;0.439169;-0.004256
0.436273;-0.000237;-0.000072;0.000702;0.000077;-0.000136;0.000298;-0.000068;-0.000635;0.000589;0.000324;-0.000104;0.001030;3.530388;32.093361;-1.934399;4.783228;68.834173;0.512733;0.027399;0.439167;-0.004256
0.436373;-0.000261;-0.000060;0.000687;0.000114;-0.000131;0.000312;-0.000079;-0.000637;0.000574;0.000330;-0.000147;0.001041;3.522759;32.085732;-1.942029;4.767969;67.930374;0.513074;0.023197;0.439171;-0.004256
0.436473;-0.000289;-0.000050;0.000669;0.000150;-0.000131;0.000317;-0.000080;-0.000633;0.000561;0.000337;-0.000188;0.001056;3.526573;32.089539;-1.938214;4.775599;66.983202;0.512706;0.020001;0.439169;-0.004256
0.436573;-0.000307;-0.000045;0.000658;0.000173;-0.000132;0.000318;-0.000079;-0.000630;0.000553;0.000344;-0.000212;0.001066;3.522759;32.089539;-1.942029;4.767969;66.516085;0.512337;0.018239;0.439173;-0.004256
0.436673;-0.000287;-0.000059;0.000675;0.000137;-0.000132;0.000309;-0.000070;-0.000630;0.000565;0.000338;-0.000166;0.001058;3.526573;32.089539;-1.938214;4.775599;67.658279;0.511785;0.022095;0.439169;-0.004256
0.436773;-0.000267;-0.000073;0.000690;0.000099;-0.000135;0.000295;-0.000057;-0.000628;0.000580;0.000332;-0.000120;0.001050;3.530388;32.089539;-1.934399;4.779413;68.810135;0.510933;0.026353;0.439167;-0.004256
0.436873;-0.000245;-0.000086;0.000705;0.000062;-0.000138;0.000282;-0.000044;-0.000626;0.000595;0.000326;-0.000075;0.001040;3.530388;32.089539;-1.934399;4.779413;69.968147;0.510206;0.030302;0.439167;-0.004256
0.436973;-0.000221;-0.000098;0.000721;0.000025;-0.000141;0.000272;-0.000034;-0.000625;0.000610;0.000319;-0.000032;0.001029;3.530388;32.093361;-1.934399;4.779413;71.119543;0.509703;0.033888;0.439169;-0.004256
0.437073;-0.000207;-0.000106;0.000729;0.000001;-0.000144;0.000262;-0.000025;-0.000621;0.000620;0.000315;-0.000005;0.001021;3.530388;32.093361;-1.934399;4.779413;71.691087;0.509117;0.036390;0.439169;-0.004256
0.437173;-0.000233;-0.000097;0.000707;0.000033;-0.000155;0.000251;-0.000012;-0.000609;0.000615;0.000321;-0.000045;0.001034;3.530388;32.089539;-1.934399;4.779413;70.514173;0.508013;0.035290;0.439167;-0.004256
0.437273;-0.000258;-0.000087;0.000686;0.000065;-0.000164;0.000243;-0.000003;-0.000598;0.000608;0.000328;-0.000086;0.001047;3.530388;32.089539;-1.934399;4.783228;69.365964;0.507070;0.033790;0.439165;-0.004256
0.437373;-0.000283;-0.000076;0.000665;0.000098;-0.000171;0.000238;0.000003;-0.000589;0.000601;0.000334;-0.000128;0.001059;3.530388;32.093361;-1.930585;4.783228;68.234680;0.506304;0.031933;0.439167;-0.004255
0.437473;-0.000306;-0.000065;0.000645;0.000132;-0.000177;0.000235;0.000006;-0.000581;0.000592;0.000341;-0.000171;0.001071;3.530388;32.093361;-1.930585;4.783228;67.101944;0.505795;0.029663;0.439167;-0.004255
0.437573;-0.000319;-0.000057;0.000635;0.000154;-0.000179;0.000237;0.000004;-0.000578;0.000587;0.000346;-0.000198;0.001077;3.530388;32.089539;-1.930585;4.783228;66.520338;0.505762;0.027897;0.439165;-0.004255
0.437673;-0.000291;-0.000066;0.000656;0.000121;-0.000170;0.000245;-0.000006;-0.000588;0.000595;0.000339;-0.000159;0.001062;3.530388;32.089539;-1.930585;4.783228;67.734631;0.506780;0.029349;0.439165;-0.004255
0.437773;-0.000262;-0.000073;0.000679;0.000089;-0.000159;0.000256;-0.000021;-0.000599;0.000602;0.000333;-0.000121;0.001046;3.530388;32.093361;-1.930585;4.779413;69.004557;0.508002;0.030485;0.439169;-0.004255
0.437873;-0.000233;-0.000080;0.000702;0.000057;-0.000146;0.000270;-0.000038;-0.000612;0.000608;0.000326;-0.000083;0.001031;3.534203;32.093361;-1.934399;4.783228;70.204866;0.509455;0.031335;0.439167;-0.004257
0.437973;-0.000204;-0.000088;0.000727;0.000026;-0.000133;0.000286;-0.000057;-0.000626;0.000613;0.000319;-0.000045;0.001016;3.530388;32.093361;-1.930585;4.787043;71.460612;0.510960;0.031914;0.439165;-0.004255
0.438073;-0.000188;-0.000093;0.000742;0.000007;-0.000123;0.000296;-0.000072;-0.000637;0.000614;0.000313;-0.000021;0.001008;3.526573;32.089539;-1.938214;4.771784;71.945297;0.512179;0.032185;0.439171;-0.004256
0.438174;-0.000216;-0.000084;0.000723;0.000041;-0.000128;0.000292;-0.000070;-0.000631;0.000603;0.000320;-0.000062;0.001024;3.526573;32.093361;-1.934399;4.779413;70.610542;0.512077;0.030217;0.439169;-0.004255
0.438274;-0.000248;-0.000077;0.000701;0.000073;-0.000139;0.000277;-0.000056;-0.000619;0.000596;0.000326;-0.000099;0.001042;3.526573;32.093361;-1.934399;4.779413;69.231073;0.511161;0.029451;0.439169;-0.004255
0.438374;-0.000279;-0.000071;0.000677;0.000104;-0.000155;0.000256;-0.000036;-0.000604;0.000591;0.000333;-0.000136;0.001060;3.530388;32.089539;-1.930585;4.779413;67.823757;0.509870;0.029331;0.439167;-0.004255
0.438474;-0.000308;-0.000064;0.000653;0.000136;-0.000171;0.000236;-0.000017;-0.000588;0.000588;0.000340;-0.000174;0.001077;3.530388;32.089539;-1.934399;4.783228;66.501613;0.508406;0.029125;0.439165;-0.004256
0.438574;-0.000325;-0.000060;0.000638;0.000155;-0.000183;0.000220;-0.000002;-0.000578;0.000588;0.000346;-0.000197;0.001088;3.530388;32.093361;-1.930585;4.783228;65.834711;0.507281;0.029392;0.439167;-0.004255
0.438674;-0.000300;-0.000071;0.000655;0.000118;-0.000184;0.000211;0.000004;-0.000578;0.000602;0.000339;-0.000155;0.001076;3.534203;32.093361;-1.930585;4.783228;66.857833;0.507324;0.033007;0.439167;-0.004256
0.438774;-0.000274;-0.000081;0.000673;0.000083;-0.000184;0.000204;0.000006;-0.000581;0.000616;0.000333;-0.000114;0.001063;3.534203;32.089539;-1.930585;4.787043;67.925145;0.507532;0.036161;0.439164;-0.004256
0.438874;-0.000246;-0.000091;0.000692;0.000047;-0.000182;0.000201;0.000006;-0.000586;0.000628;0.000325;-0.000074;0.001048;3.534203;32.093361;-1.930585;4.783228;68.857462;0.508110;0.038879;0.439167;-0.004256
0.438974;-0.000218;-0.000101;0.000712;0.000013;-0.000179;0.000201;0.000002;-0.000593;0.000639;0.000318;-0.000034;0.001034;3.534203;32.093361;-1.930585;4.787043;69.844596;0.508861;0.041172;0.439165;-0.004256
0.439074;-0.000200;-0.000106;0.000724;-0.000009;-0.000176;0.000202;-0.000004;-0.000598;0.000645;0.000312;-0.000010;0.001023;3.534203;32.093361;-1.930585;4.779413;70.253246;0.509632;0.042346;0.439169;-0.004256
0.439174;-0.000224;-0.000094;0.000705;0.000025;-0.000180;0.000203;-0.000005;-0.000595;0.000635;0.000319;-0.000054;0.001034;3.530388;32.093361;-1.930585;4.783228;68.977551;0.509743;0.039990;0.439167;-0.004255
0.439274;-0.000246;-0.000082;0.000688;0.000061;-0.000182;0.000206;-0.000010;-0.000592;0.000623;0.000325;-0.000097;0.001045;3.534203;32.093361;-1.930585;4.783228;67.750960;0.510033;0.037169;0.439167;-0.004256
0.439374;-0.000269;-0.000070;0.000671;0.000097;-0.000182;0.000213;-0.000016;-0.000592;0.000611;0.000331;-0.000141;0.001057;3.530388;32.093361;-1.930585;4.787043;66.606796;0.510419;0.033925;0.439165;-0.004255
0.439474;-0.000291;-0.000057;0.000656;0.000133;-0.000181;0.000221;-0.000025;-0.000593;0.000598;0.000338;-0.000185;0.001068;3.534203;32.093361;-1.930585;4.790857;65.506141;0.510958;0.030319;0.439164;-0.004256
0.439574;-0.000304;-0.000048;0.000648;0.000158;-0.000177;0.000233;-0.000039;-0.000598;0.000588;0.000343;-0.000214;0.001075;3.530388;32.097172;-1.930585;4.783228;64.909075;0.511934;0.027209;0.439169;-0.004255
0.439674;-0.000275;-0.000055;0.000673;0.000128;-0.000161;0.000251;-0.000061;-0.000615;0.000592;0.000336;-0.000176;0.001060;3.530388;32.093361;-1.930585;4.783228;66.070323;0.513840;0.027596;0.439167;-0.004255
0.439774;-0.000248;-0.000063;0.000698;0.000097;-0.000145;0.000269;-0.000084;-0.000633;0.000595;0.000329;-0.000138;0.001046;3.522759;32.089539;-1.938214;4.767969;67.138519;0.515774;0.028049;0.439173;-0.004255
0.439874;-0.000224;-0.000073;0.000719;0.000065;-0.000135;0.000275;-0.000094;-0.000644;0.000601;0.000323;-0.000096;0.001035;3.526573;32.089539;-1.934399;4.779413;68.157734;0.516839;0.029893;0.439167;-0.004255
