#MdsTime (uint32)[1];correctedMirnov0 (float32)[1];correctedMirnov1 (float32)[1];correctedMirnov2 (float32)[1];correctedMirnov3 (float32)[1];correctedMirnov4 (float32)[1];correctedMirnov5 (float32)[1];correctedMirnov6 (float32)[1];correctedMirnov7 (float32)[1];correctedMirnov8 (float32)[1];correctedMirnov9 (float32)[1];correctedMirnov10 (float32)[1];correctedMirnov11 (float32)[1]
16099;-17431.668281;-35627.613067;-94372.024536;-138722.812652;-161819.386482;-89523.448944;-86968.460083;129108.417510;135111.200809;-14059.654235;36323.404312;12037.339210
16199;-17431.668281;-35627.613067;-94372.024536;-138722.812652;-161819.386482;-89523.448944;-86968.460083;129108.417510;135111.200809;-14059.654235;36323.404312;12037.342786
16299;-17431.668281;-35627.608299;-94372.024536;-138722.812652;-161819.386482;-89523.448944;-86968.460083;129108.417510;135111.200809;-14059.652328;36323.401927;12037.343978
16399;-17431.668281;-35627.608299;-94372.024536;-138722.812652;-161819.386482;-89523.448944;-86968.469619;129108.417510;135111.200809;-14059.652328;36323.401927;12037.345170
16499;-17431.668281;-35627.608299;-94372.024536;-138722.812652;-161819.386482;-89523.448944;-86968.469619;129108.428955;135111.200809;-14059.652328;36323.401927;12037.348747
16599;-17431.668281;-35627.608299;-94372.024536;-138722.812652;-161819.386482;-89523.448944;-86968.469619;129108.428955;135111.200809;-14059.650897;36323.401927;12037.349939
16699;-17431.669235;-35627.608299;-94372.024536;-138722.812652;-161819.386482;-89523.448944;-86968.469619;129108.428955;135111.200809;-14059.650897;36323.401927;12037.352323
16799;-17431.669235;-35627.608299;-94372.024536;-138722.812652;-161819.386482;-89523.448944;-86968.469619;129108.428955;135111.200809;-14059.650897;36323.401927;12037.354707
16899;-17431.669235;-35627.608299;-94372.024536;-138722.812652;-161819.386482;-89523.448944;-86968.469619;129108.428955;135111.200809;-14059.649467;36323.397159;12037.355899
16999;-17431.669235;-35627.608299;-94372.024536;-138722.812652;-161819.386482;-89523.448944;-86968.469619;129108.428955;135111.200809;-14059.649467;36323.397159;12037.358283
17099;-17431.669235;-35627.608299;-94372.024536;-138722.812652;-161819.386482;-89523.448944;-86968.469619;129108.428955;135111.200809;-14059.649467;36323.394775;12037.360668
17199;-17431.669235;-35627.608299;-94372.024536;-138722.812652;-161819.386482;-89523.448944;-86968.479156;129108.428955;135111.200809;-14059.648513;36323.394775;12037.363052
17299;-17431.669235;-35627.608299;-94372.024536;-138722.812652;-161819.386482;-89523.448944;-86968.479156;129108.440399;135111.200809;-14059.648513;36323.394775;12037.365436
17399;-17431.669235;-35627.608299;-94372.024536;-138722.812652;-161819.386482;-89523.448944;-86968.479156;129108.440399;135111.200809;-14059.648513;36323.390007;12037.366628
17499;-17431.669235;-35627.608299;-94372.024536;-138722.812652;-161819.386482;-89523.448944;-86968.479156;129108.440399;135111.200809;-14059.648513;36323.390007;12037.369012
17599;-17431.669235;-35627.608299;-94372.024536;-138722.812652;-161819.386482;-89523.448944;-86968.488693;129108.440399;135111.200809;-14059.647560;36323.385238;12037.370204
17699;-17431.669235;-35627.608299;-94372.024536;-138722.812652;-161819.386482;-89523.448944;-86968.488693;129108.440399;135111.200809;-14059.647560;36323.385238;12037.373781
17799;-17431.669235;-35627.608299;-94372.024536;-138722.812652;-161819.386482;-89523.458480;-86968.488693;129108.440399;135111.200809;-14059.647560;36323.385238;12037.376165
17899;-17431.669235;-35627.608299;-94372.024536;-138722.812652;-161819.386482;-89523.458480;-86968.488693;129108.440399;135111.200809;-14059.646129;36323.385238;12037.376165
17999;-17431.669235;-35627.603530;-94372.024536;-138722.812652;-161819.386482;-89523.458480;-86968.498229;129108.440399;135111.200809;-14059.646129;36323.385238;12037.379741
18099;-17431.669235;-35627.603530;-94372.024536;-138722.812652;-161819.386482;-89523.458480;-86968.498229;129108.440399;135111.200809;-14059.646129;36323.385238;12037.382125
18199;-17431.669235;-35627.603530;-94372.024536;-138722.812652;-161819.386482;-89523.458480;-86968.498229;129108.440399;135111.200809;-14059.643745;36323.382854;12037.383317
18299;-17431.669235;-35627.603530;-94372.024536;-138722.812652;-161819.386482;-89523.458480;-86968.507766;129108.440399;135111.200809;-14059.643745;36323.382854;12037.386894
18399;-17431.669235;-35627.603530;-94372.024536;-138722.812652;-161819.386482;-89523.458480;-86968.507766;129108.440399;135111.200809;-14059.643745;36323.378086;12037.386894
18499;-17431.669235;-35627.603530;-94372.024536;-138722.812652;-161819.386482;-89523.458480;-86968.507766;129108.440399;135111.200809;-14059.643745;36323.378086;12037.389278
18599;-17431.669235;-35627.603530;-94372.024536;-138722.812652;-161819.386482;-89523.458480;-86968.507766;129108.440399;135111.200809;-14059.643745;36323.378086;12037.392854
18699;-17431.669235;-35627.603530;-94372.024536;-138722.812652;-161819.386482;-89523.458480;-86968.517303;129108.452796;135111.200809;-14059.643745;36323.373317;12037.394046
18799;-17431.669235;-35627.601146;-94372.024536;-138722.812652;-161819.386482;-89523.458480;-86968.517303;129108.452796;135111.200809;-14059.643745;36323.373317;12037.396430
18899;-17431.669235;-35627.601146;-94372.024536;-138722.812652;-161819.386482;-89523.458480;-86968.517303;129108.452796;135111.200809;-14059.642791;36323.373317;12037.397623
18999;-17431.669235;-35627.601146;-94372.024536;-138722.812652;-161819.386482;-89523.458480;-86968.517303;129108.452796;135111.200809;-14059.642791;36323.370933;12037.400007
19099;-17431.669235;-35627.601146;-94372.024536;-138722.812652;-161819.386482;-89523.458480;-86968.517303;129108.452796;135111.200809;-14059.642791;36323.370933;12037.402391
19199;-17431.669235;-35627.601146;-94372.024536;-138722.812652;-161819.386482;-89523.458480;-86968.517303;129108.452796;135111.200809;-14059.641361;36323.366165;12037.404775
19299;-17431.671619;-35627.601146;-94372.024536;-138722.812652;-161819.386482;-89523.458480;-86968.517303;129108.452796;135111.200809;-14059.641361;36323.366165;12037.407159
19399;-17431.671619;-35627.601146;-94372.024536;-138722.812652;-161819.386482;-89523.458480;-86968.517303;129108.452796;135111.200809;-14059.641361;36323.366165;12037.408351
19499;-17431.671619;-35627.601146;-94372.024536;-138722.812652;-161819.386482;-89523.468017;-86968.526840;129108.465194;135111.200809;-14059.638977;36323.366165;12037.410736
19599;-17431.671619;-35627.596378;-94372.024536;-138722.812652;-161819.386482;-89523.468017;-86968.526840;129108.465194;135111.200809;-14059.638977;36323.366165;12037.413120
19699;-17431.671619;-35627.596378;-94372.024536;-138722.812652;-161819.386482;-89523.468017;-86968.526840;129108.465194;135111.200809;-14059.638977;36323.361396;12037.414312
19799;-17431.671619;-35627.596378;-94372.024536;-138722.812652;-161819.386482;-89523.468017;-86968.536376;129108.465194;135111.200809;-14059.638977;36323.361396;12037.417888
19899;-17431.671619;-35627.596378;-94372.024536;-138722.812652;-161819.386482;-89523.468017;-86968.536376;129108.465194;135111.200809;-14059.638023;36323.361396;12037.419080
19999;-17431.671619;-35627.596378;-94372.024536;-138722.812652;-161819.386482;-89523.468017;-86968.536376;129108.465194;135111.200809;-14059.638023;36323.359012;12037.420272
20099;-17431.671619;-35627.596378;-94372.014999;-138722.812652;-161819.386482;-89523.468017;-86968.536376;129108.465194;135111.200809;-14059.638023;36323.359012;12037.423849
20199;-17431.671619;-35627.596378;-94372.014999;-138722.812652;-161819.386482;-89523.468017;-86968.545913;129108.465194;135111.200809;-14059.638023;36323.359012;12037.425041
20299;-17431.671619;-35627.596378;-94372.014999;-138722.812652;-161819.386482;-89523.468017;-86968.545913;129108.465194;135111.200809;-14059.638023;36323.354244;12037.427425
20399;-17431.671619;-35627.596378;-94372.014999;-138722.812652;-161819.386482;-89523.468017;-86968.545913;129108.465194;135111.200809;-14059.638023;36323.354244;12037.429809
20499;-17431.671619;-35627.593994;-94372.014999;-138722.812652;-161819.386482;-89523.468017;-86968.545913;129108.465194;135111.200809;-14059.635162;36323.349475;12037.431001
20599;-17431.671619;-35627.593994;-94372.014999;-138722.812652;-161819.386482;-89523.468017;-86968.555450;129108.465194;135111.200809;-14059.635162;36323.349475;12037.433385
20699;-17431.671619;-35627.593994;-94372.014999;-138722.812652;-161819.386482;-89523.468017;-86968.555450;129108.465194;135111.200809;-14059.635162;36323.349475;12037.435770
20799;-17431.671619;-35627.593994;-94372.014999;-138722.812652;-161819.386482;-89523.468017;-86968.555450;129108.465194;135111.200809;-14059.634208;36323.349475;12037.438154
20899;-17431.671619;-35627.593994;-94372.014999;-138722.812652;-161819.386482;-89523.468017;-86968.555450;129108.476638;135111.200809;-14059.634208;36323.349475;12037.439346
20999;-17431.671619;-35627.593994;-94372.014999;-138722.812652;-161819.386482;-89523.468017;-86968.564987;129108.476638;135111.200809;-14059.634208;36323.347091;12037.440538
21099;-17431.671619;-35627.593994;-94372.014999;-138722.812652;-161819.386482;-89523.468017;-86968.564987;129108.476638;135111.200809;-14059.634208;36323.347091;12037.444114
21199;-17431.671619;-35627.593994;-94372.014999;-138722.812652;-161819.386482;-89523.477554;-86968.564987;129108.476638;135111.200809;-14059.633255;36323.347091;12037.446498
21299;-17431.671619;-35627.593994;-94372.014999;-138722.812652;-161819.386482;-89523.477554;-86968.564987;129108.476638;135111.200809;-14059.633255;36323.342323;12037.447690
21399;-17431.671619;-35627.593994;-94372.014999;-138722.812652;-161819.386482;-89523.477554;-86968.564987;129108.476638;135111.200809;-14059.633255;36323.342323;12037.450075
21499;-17431.671619;-35627.593994;-94372.014999;-138722.812652;-161819.386482;-89523.477554;-86968.564987;129108.476638;135111.200809;-14059.631824;36323.342323;12037.451267
21599;-17431.671619;-35627.593994;-94372.014999;-138722.812652;-161819.386482;-89523.477554;-86968.564987;129108.476638;135111.200809;-14059.631824;36323.339939;12037.453651
21699;-17431.671619;-35627.593994;-94372.014999;-138722.812652;-161819.386482;-89523.477554;-86968.574523;129108.476638;135111.200809;-14059.631824;36323.339939;12037.457227
21799;-17431.673049;-35627.593994;-94372.014999;-138722.812652;-161819.386482;-89523.477554;-86968.574523;129108.476638;135111.200809;-14059.630393;36323.335170;12037.458419
21899;-17431.673049;-35627.593994;-94372.014999;-138722.812652;-161819.386482;-89523.477554;-86968.574523;129108.476638;135111.200809;-14059.630393;36323.335170;12037.459611
21999;-17431.673049;-35627.593994;-94372.014999;-138722.812652;-161819.386482;-89523.477554;-86968.574523;129108.476638;135111.200809;-14059.630393;36323.335170;12037.461996
22099;-17431.673049;-35627.589225;-94372.014999;-138722.825050;-161819.386482;-89523.477554;-86968.584060;129108.476638;135111.200809;-14059.630393;36323.330402;12037.464380
22199;-17431.673049;-35627.589225;-94372.014999;-138722.825050;-161819.386482;-89523.477554;-86968.584060;129108.476638;135111.200809;-14059.629440;36323.330402;12037.466764
22299;-17431.673049;-35627.589225;-94372.014999;-138722.825050;-161819.386482;-89523.477554;-86968.584060;129108.476638;135111.200809;-14059.629440;36323.330402;12037.469148
22399;-17431.673049;-35627.589225;-94372.014999;-138722.825050;-161819.386482;-89523.477554;-86968.584060;129108.488082;135111.200809;-14059.629440;36323.330402;12037.470340
22499;-17431.673049;-35627.589225;-94372.014999;-138722.825050;-161819.386482;-89523.477554;-86968.593597;129108.488082;135111.200809;-14059.627056;36323.330402;12037.472724
22599;-17431.673049;-35627.589225;-94372.014999;-138722.825050;-161819.386482;-89523.477554;-86968.593597;129108.488082;135111.200809;-14059.627056;36323.328018;12037.475109
22699;-17431.673049;-35627.589225;-94372.014999;-138722.825050;-161819.386482;-89523.477554;-86968.593597;129108.488082;135111.200809;-14059.627056;36323.328018;12037.477493
22799;-17431.673049;-35627.589225;-94372.014999;-138722.825050;-161819.386482;-89523.477554;-86968.593597;129108.488082;135111.200809;-14059.627056;36323.328018;12037.478685
22899;-17431.673049;-35627.589225;-94372.014999;-138722.825050;-161819.386482;-89523.477554;-86968.603134;129108.488082;135111.200809;-14059.627056;36323.323249;12037.481069
22999;-17431.673049;-35627.584457;-94372.014999;-138722.825050;-161819.386482;-89523.477554;-86968.603134;129108.488082;135111.200809;-14059.627056;36323.323249;12037.483453
23099;-17431.673049;-35627.584457;-94372.014999;-138722.825050;-161819.386482;-89523.477554;-86968.603134;129108.500480;135111.200809;-14059.625625;36323.318481;12037.484645
23199;-17431.673049;-35627.584457;-94372.014999;-138722.825050;-161819.400787;-89523.477554;-86968.612670;129108.500480;135111.200809;-14059.625625;36323.318481;12037.488222
23299;-17431.673049;-35627.584457;-94372.014999;-138722.825050;-161819.400787;-89523.477554;-86968.612670;129108.500480;135111.200809;-14059.625625;36323.318481;12037.489414
23399;-17431.673049;-35627.584457;-94372.014999;-138722.825050;-161819.400787;-89523.477554;-86968.612670;129108.500480;135111.200809;-14059.625625;36323.316097;12037.490606
23499;-17431.673049;-35627.584457;-94372.014999;-138722.825050;-161819.400787;-89523.477554;-86968.612670;129108.500480;135111.200809;-14059.623718;36323.316097;12037.494182
23599;-17431.673049;-35627.584457;-94372.014999;-138722.825050;-161819.400787;-89523.477554;-86968.622207;129108.500480;135111.200809;-14059.623718;36323.311328;12037.495374
23699;-17431.673049;-35627.584457;-94372.014999;-138722.825050;-161819.400787;-89523.477554;-86968.622207;129108.500480;135111.200809;-14059.623718;36323.311328;12037.497758
23799;-17431.673049;-35627.582073;-94372.014999;-138722.825050;-161819.400787;-89523.477554;-86968.622207;129108.500480;135111.224651;-14059.622287;36323.311328;12037.500143
23899;-17431.673049;-35627.582073;-94372.014999;-138722.825050;-161819.400787;-89523.477554;-86968.622207;129108.512878;135111.224651;-14059.622287;36323.311328;12037.501335
23999;-17431.673049;-35627.582073;-94372.014999;-138722.825050;-161819.400787;-89523.477554;-86968.631744;129108.512878;135111.224651;-14059.622287;36323.311328;12037.503719
24099;-17431.673049;-35627.582073;-94372.014999;-138722.825050;-161819.400787;-89523.477554;-86968.631744;129108.512878;135111.224651;-14059.622287;36323.311328;12037.506103
24199;-17431.673049;-35627.582073;-94372.014999;-138722.825050;-161819.400787;-89523.477554;-86968.631744;129108.512878;135111.224651;-14059.622287;36323.306560;12037.508487
24299;-17431.673049;-35627.582073;-94372.014999;-138722.825050;-161819.400787;-89523.477554;-86968.631744;129108.512878;135111.224651;-14059.622287;36323.306560;12037.510871
24399;-17431.674957;-35627.582073;-94372.014999;-138722.825050;-161819.400787;-89523.477554;-86968.641281;129108.512878;135111.224651;-14059.620857;36323.304176;12037.512063
24499;-17431.674957;-35627.582073;-94372.014999;-138722.825050;-161819.400787;-89523.487091;-86968.641281;129108.512878;135111.224651;-14059.620857;36323.304176;12037.514448
24599;-17431.674957;-35627.577304;-94372.014999;-138722.825050;-161819.400787;-89523.487091;-86968.641281;129108.512878;135111.224651;-14059.620857;36323.304176;12037.516832
24699;-17431.674957;-35627.577304;-94372.014999;-138722.825050;-161819.400787;-89523.487091;-86968.650817;129108.512878;135111.224651;-14059.620857;36323.299407;12037.519216
24799;-17431.674957;-35627.577304;-94372.014999;-138722.825050;-161819.400787;-89523.487091;-86968.650817;129108.512878;135111.224651;-14059.618949;36323.299407;12037.521600
24899;-17431.674957;-35627.577304;-94372.014999;-138722.825050;-161819.400787;-89523.487091;-86968.650817;129108.512878;135111.224651;-14059.618949;36323.297023;12037.521600
24999;-17431.674957;-35627.577304;-94372.014999;-138722.825050;-161819.400787;-89523.487091;-86968.650817;129108.512878;135111.224651;-14059.618949;36323.297023;12037.525177
25099;-17431.674957;-35627.577304;-94372.014999;-138722.825050;-161819.400787;-89523.487091;-86968.650817;129108.512878;135111.224651;-14059.617519;36323.297023;12037.527561
25199;-17431.674957;-35627.577304;-94372.014999;-138722.825050;-161819.400787;-89523.487091;-86968.650817;129108.512878;135111.224651;-14059.617519;36323.297023;12037.528753
25299;-17431.674957;-35627.577304;-94372.014999;-138722.825050;-161819.400787;-89523.487091;-86968.650817;129108.524322;135111.224651;-14059.617519;36323.297023;12037.532329
25399;-17431.674957;-35627.577304;-94372.014999;-138722.825050;-161819.400787;-89523.487091;-86968.650817;129108.524322;135111.224651;-14059.616088;36323.297023;12037.532329
25499;-17431.674957;-35627.577304;-94372.014999;-138722.825050;-161819.400787;-89523.487091;-86968.660354;129108.524322;135111.224651;-14059.616088;36323.292255;12037.534713
25599;-17431.674957;-35627.577304;-94372.014999;-138722.825050;-161819.400787;-89523.487091;-86968.660354;129108.524322;135111.224651;-14059.616088;36323.292255;12037.538290
25699;-17431.674957;-35627.577304;-94372.014999;-138722.825050;-161819.400787;-89523.487091;-86968.660354;129108.524322;135111.224651;-14059.616088;36323.287487;12037.539482
25799;-17431.674957;-35627.577304;-94372.005462;-138722.825050;-161819.400787;-89523.487091;-86968.660354;129108.524322;135111.224651;-14059.615135;36323.287487;12037.541866
25899;-17431.674957;-35627.577304;-94372.005462;-138722.825050;-161819.400787;-89523.487091;-86968.669891;129108.524322;135111.224651;-14059.615135;36323.287487;12037.543058
25999;-17431.674957;-35627.577304;-94372.005462;-138722.825050;-161819.400787;-89523.487091;-86968.669891;129108.524322;135111.224651;-14059.615135;36323.285102;12037.545442
26099;-17431.674957;-35627.577304;-94372.005462;-138722.825050;-161819.400787;-89523.487091;-86968.669891;129108.524322;135111.224651;-14059.614181;36323.285102;12037.547826
26199;-17431.674957;-35627.577304;-94372.005462;-138722.825050;-161819.400787;-89523.496627;-86968.679428;129108.524322;135111.224651;-14059.614181;36323.280334;12037.550210
26299;-17431.674957;-35627.572536;-94372.005462;-138722.825050;-161819.400787;-89523.496627;-86968.679428;129108.524322;135111.224651;-14059.614181;36323.280334;12037.552595
26399;-17431.674957;-35627.572536;-94372.005462;-138722.825050;-161819.400787;-89523.496627;-86968.679428;129108.524322;135111.224651;-14059.612751;36323.280334;12037.553787
26499;-17431.674957;-35627.572536;-94372.005462;-138722.825050;-161819.400787;-89523.496627;-86968.679428;129108.524322;135111.224651;-14059.612751;36323.275566;12037.556171
26599;-17431.674957;-35627.572536;-94372.005462;-138722.825050;-161819.400787;-89523.496627;-86968.688964;129108.524322;135111.224651;-14059.612751;36323.275566;12037.558555
26699;-17431.674957;-35627.572536;-94372.005462;-138722.825050;-161819.400787;-89523.496627;-86968.688964;129108.524322;135111.224651;-14059.611320;36323.275566;12037.559747
26799;-17431.674957;-35627.572536;-94372.005462;-138722.825050;-161819.400787;-89523.496627;-86968.688964;129108.535766;135111.224651;-14059.611320;36323.275566;12037.563323
26899;-17431.674957;-35627.572536;-94372.005462;-138722.825050;-161819.400787;-89523.496627;-86968.688964;129108.535766;135111.224651;-14059.611320;36323.275566;12037.564516
26999;-17431.674957;-35627.572536;-94372.005462;-138722.825050;-161819.400787;-89523.496627;-86968.688964;129108.535766;135111.224651;-14059.611320;36323.273181;12037.565708
27099;-17431.674957;-35627.570152;-94372.005462;-138722.825050;-161819.400787;-89523.496627;-86968.688964;129108.535766;135111.224651;-14059.610366;36323.273181;12037.569284
27199;-17431.674957;-35627.570152;-94372.005462;-138722.825050;-161819.400787;-89523.496627;-86968.688964;129108.535766;135111.224651;-14059.610366;36323.273181;12037.570476
27299;-17431.674957;-35627.570152;-94372.005462;-138722.825050;-161819.400787;-89523.496627;-86968.688964;129108.535766;135111.224651;-14059.610366;36323.268413;12037.572860
27399;-17431.674957;-35627.570152;-94372.005462;-138722.825050;-161819.400787;-89523.496627;-86968.698501;129108.535766;135111.224651;-14059.609413;36323.268413;12037.575244
27499;-17431.674957;-35627.570152;-94372.005462;-138722.825050;-161819.400787;-89523.496627;-86968.698501;129108.548164;135111.224651;-14059.609413;36323.268413;12037.576436
27599;-17431.674957;-35627.570152;-94372.005462;-138722.825050;-161819.400787;-89523.496627;-86968.698501;129108.548164;135111.224651;-14059.609413;36323.263645;12037.578821
27699;-17431.674957;-35627.570152;-94372.005462;-138722.825050;-161819.400787;-89523.496627;-86968.698501;129108.548164;135111.224651;-14059.606552;36323.263645;12037.581205
27799;-17431.674957;-35627.570152;-94372.005462;-138722.825050;-161819.400787;-89523.496627;-86968.708038;129108.548164;135111.224651;-14059.606552;36323.261260;12037.583589
27899;-17431.674957;-35627.570152;-94372.005462;-138722.825050;-161819.400787;-89523.506164;-86968.708038;129108.548164;135111.224651;-14059.606552;36323.261260;12037.584781
27999;-17431.674957;-35627.565383;-94372.005462;-138722.825050;-161819.400787;-89523.506164;-86968.708038;129108.548164;135111.224651;-14059.606552;36323.261260;12037.587165
28099;-17431.674957;-35627.565383;-94372.005462;-138722.825050;-161819.400787;-89523.506164;-86968.717575;129108.548164;135111.224651;-14059.605598;36323.256492;12037.589550
28199;-17431.674957;-35627.565383;-94372.005462;-138722.825050;-161819.400787;-89523.506164;-86968.717575;129108.548164;135111.224651;-14059.605598;36323.256492;12037.591934
28299;-17431.674957;-35627.565383;-94372.005462;-138722.825050;-161819.400787;-89523.506164;-86968.717575;129108.560562;135111.224651;-14059.605598;36323.256492;12037.594318
28399;-17431.674957;-35627.565383;-94372.005462;-138722.837448;-161819.400787;-89523.506164;-86968.717575;129108.560562;135111.224651;-14059.605598;36323.256492;12037.595510
28499;-17431.674957;-35627.565383;-94372.005462;-138722.837448;-161819.400787;-89523.506164;-86968.727111;129108.560562;135111.224651;-14059.605598;36323.256492;12037.597894
28599;-17431.674957;-35627.565383;-94372.005462;-138722.837448;-161819.400787;-89523.506164;-86968.727111;129108.560562;135111.224651;-14059.605598;36323.254108;12037.600278
28699;-17431.674957;-35627.565383;-94372.005462;-138722.837448;-161819.400787;-89523.506164;-86968.727111;129108.560562;135111.224651;-14059.604644;36323.254108;12037.602663
28799;-17431.674957;-35627.560615;-94372.005462;-138722.837448;-161819.400787;-89523.506164;-86968.727111;129108.560562;135111.224651;-14059.604644;36323.254108;12037.603855
28899;-17431.674957;-35627.560615;-94372.005462;-138722.837448;-161819.400787;-89523.506164;-86968.736648;129108.560562;135111.224651;-14059.604644;36323.249340;12037.606239
28999;-17431.674957;-35627.560615;-94372.005462;-138722.837448;-161819.400787;-89523.506164;-86968.736648;129108.560562;135111.224651;-14059.601783;36323.249340;12037.608623
29099;-17431.674957;-35627.560615;-94372.005462;-138722.837448;-161819.400787;-89523.506164;-86968.736648;129108.560562;135111.224651;-14059.601783;36323.244571;12037.609815
29199;-17431.674957;-35627.560615;-94372.005462;-138722.837448;-161819.400787;-89523.506164;-86968.736648;129108.560562;135111.224651;-14059.601783;36323.244571;12037.613391
29299;-17431.674957;-35627.560615;-94372.005462;-138722.837448;-161819.400787;-89523.506164;-86968.736648;129108.560562;135111.224651;-14059.601783;36323.244571;12037.614583
29399;-17431.674957;-35627.560615;-94372.005462;-138722.837448;-161819.400787;-89523.506164;-86968.736648;129108.560562;135111.224651;-14059.600830;36323.242187;12037.615776
29499;-17431.677818;-35627.560615;-94372.005462;-138722.837448;-161819.400787;-89523.506164;-86968.736648;129108.560562;135111.224651;-14059.600830;36323.242187;12037.619352
29599;-17431.677818;-35627.560615;-94372.005462;-138722.837448;-161819.400787;-89523.515701;-86968.746185;129108.560562;135111.224651;-14059.600830;36323.242187;12037.620544
29699;-17431.677818;-35627.560615;-94372.005462;-138722.837448;-161819.400787;-89523.515701;-86968.746185;129108.560562;135111.224651;-14059.599876;36323.242187;12037.622928
29799;-17431.677818;-35627.560615;-94372.005462;-138722.837448;-161819.400787;-89523.515701;-86968.746185;129108.560562;135111.224651;-14059.599876;36323.242187;12037.625312
29899;-17431.677818;-35627.560615;-94372.005462;-138722.837448;-161819.400787;-89523.515701;-86968.746185;129108.560562;135111.224651;-14059.599876;36323.237419;12037.626504
29999;-17431.677818;-35627.560615;-94372.005462;-138722.837448;-161819.400787;-89523.515701;-86968.755722;129108.560562;135111.224651;-14059.598445;36323.237419;12037.628889
30099;-17431.677818;-35627.560615;-94372.005462;-138722.837448;-161819.400787;-89523.515701;-86968.755722;129108.560562;135111.224651;-14059.598445;36323.237419;12037.631273
30199;-17431.677818;-35627.560615;-94372.005462;-138722.837448;-161819.400787;-89523.515701;-86968.755722;129108.560562;135111.224651;-14059.598445;36323.232650;12037.633657
30299;-17431.677818;-35627.560615;-94372.005462;-138722.837448;-161819.400787;-89523.515701;-86968.755722;129108.560562;135111.224651;-14059.597015;36323.232650;12037.634849
30399;-17431.677818;-35627.560615;-94372.005462;-138722.837448;-161819.400787;-89523.515701;-86968.765258;129108.560562;135111.224651;-14059.597015;36323.230266;12037.637233
30499;-17431.677818;-35627.558231;-94372.005462;-138722.837448;-161819.400787;-89523.515701;-86968.765258;129108.572006;135111.224651;-14059.597015;36323.230266;12037.639617
30599;-17431.677818;-35627.558231;-94372.005462;-138722.837448;-161819.400787;-89523.515701;-86968.765258;129108.572006;135111.224651;-14059.597015;36323.230266;12037.640810
30699;-17431.677818;-35627.558231;-94372.005462;-138722.837448;-161819.400787;-89523.515701;-86968.765258;129108.572006;135111.224651;-14059.596061;36323.225498;12037.644386
30799;-17431.677818;-35627.558231;-94372.005462;-138722.837448;-161819.400787;-89523.515701;-86968.774795;129108.572006;135111.224651;-14059.596061;36323.225498;12037.646770
30899;-17431.677818;-35627.558231;-94372.005462;-138722.837448;-161819.400787;-89523.515701;-86968.774795;129108.572006;135111.224651;-14059.596061;36323.220729;12037.646770
30999;-17431.677818;-35627.558231;-94372.005462;-138722.837448;-161819.400787;-89523.515701;-86968.774795;129108.572006;135111.224651;-14059.595108;36323.220729;12037.650346
31099;-17431.677818;-35627.558231;-94372.005462;-138722.837448;-161819.400787;-89523.515701;-86968.774795;129108.572006;135111.224651;-14059.595108;36323.220729;12037.651538
31199;-17431.677818;-35627.558231;-94372.005462;-138722.837448;-161819.400787;-89523.515701;-86968.774795;129108.583450;135111.224651;-14059.595108;36323.220729;12037.653923
31299;-17431.677818;-35627.553462;-94372.005462;-138722.837448;-161819.400787;-89523.525238;-86968.774795;129108.583450;135111.224651;-14059.593677;36323.220729;12037.657499
31399;-17431.677818;-35627.553462;-94372.005462;-138722.837448;-161819.400787;-89523.525238;-86968.774795;129108.583450;135111.224651;-14059.593677;36323.220729;12037.657499
31499;-17431.677818;-35627.553462;-94372.005462;-138722.837448;-161819.400787;-89523.525238;-86968.784332;129108.583450;135111.224651;-14059.593677;36323.218345;12037.659883
31599;-17431.677818;-35627.553462;-94371.995925;-138722.837448;-161819.400787;-89523.525238;-86968.784332;129108.583450;135111.224651;-14059.593677;36323.218345;12037.662267
31699;-17431.677818;-35627.553462;-94371.995925;-138722.837448;-161819.400787;-89523.525238;-86968.784332;129108.583450;135111.224651;-14059.592247;36323.213577;12037.664651
31799;-17431.677818;-35627.553462;-94371.995925;-138722.837448;-161819.400787;-89523.525238;-86968.784332;129108.583450;135111.224651;-14059.592247;36323.213577;12037.667036
31899;-17431.677818;-35627.553462;-94371.995925;-138722.837448;-161819.400787;-89523.525238;-86968.793869;129108.595848;135111.224651;-14059.592247;36323.213577;12037.668228
31999;-17431.677818;-35627.553462;-94371.995925;-138722.837448;-161819.400787;-89523.525238;-86968.793869;129108.595848;135111.224651;-14059.590339;36323.211193;12037.670612
32099;-17431.678771;-35627.548694;-94371.995925;-138722.837448;-161819.400787;-89523.525238;-86968.793869;129108.595848;135111.224651;-14059.590339;36323.211193;12037.672996
32199;-17431.678771;-35627.548694;-94371.995925;-138722.837448;-161819.400787;-89523.525238;-86968.793869;129108.595848;135111.224651;-14059.590339;36323.206424;12037.675380
32299;-17431.678771;-35627.548694;-94371.995925;-138722.837448;-161819.400787;-89523.525238;-86968.803405;129108.595848;135111.224651;-14059.588909;36323.206424;12037.677764
32399;-17431.678771;-35627.548694;-94371.995925;-138722.837448;-161819.400787;-89523.525238;-86968.803405;129108.595848;135111.224651;-14059.588909;36323.206424;12037.678956
32499;-17431.678771;-35627.548694;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.803405;129108.595848;135111.224651;-14059.588909;36323.201656;12037.681341
32599;-17431.678771;-35627.548694;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.803405;129108.595848;135111.224651;-14059.588909;36323.201656;12037.683725
