#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];outputMpIp (float64)[1];outputMpR (float64)[1];outputMpZ (float64)[1]
0.001100;-0.000313;-0.000131;-0.000075;-0.000084;-0.000011;-0.000034;0.000125;0.000118;0.000168;0.000143;0.000149;0.000018;2.804941;-0.109101;-1.130617
0.001200;-0.000328;-0.000140;-0.000086;-0.000097;-0.000019;-0.000036;0.000134;0.000132;0.000178;0.000151;0.000154;0.000010;2.054325;-0.380966;-1.667006
0.001300;-0.000338;-0.000146;-0.000095;-0.000108;-0.000026;-0.000033;0.000135;0.000138;0.000186;0.000151;0.000156;-0.000002;0.722601;-2.082024;-4.946233
0.001400;-0.000353;-0.000157;-0.000099;-0.000107;-0.000019;-0.000036;0.000147;0.000145;0.000194;0.000155;0.000159;0.000003;1.229548;-1.138761;-3.007055
0.001500;-0.000356;-0.000165;-0.000100;-0.000099;-0.000008;-0.000032;0.000151;0.000147;0.000195;0.000153;0.000156;0.000005;1.809903;-0.679958;-2.024178
0.001600;-0.000365;-0.000174;-0.000102;-0.000091;0.000004;-0.000027;0.000150;0.000149;0.000198;0.000154;0.000156;0.000007;2.242112;-0.511155;-1.630677
0.001700;-0.000373;-0.000184;-0.000103;-0.000082;0.000016;-0.000023;0.000151;0.000148;0.000196;0.000151;0.000154;0.000011;2.467562;-0.463297;-1.463664
0.001800;-0.000380;-0.000194;-0.000105;-0.000075;0.000027;-0.000015;0.000139;0.000139;0.000198;0.000142;0.000149;0.000008;1.235999;-1.452460;-2.840555
0.001900;-0.000390;-0.000203;-0.000113;-0.000081;0.000027;-0.000006;0.000130;0.000140;0.000194;0.000145;0.000146;-0.000007;-0.696152;4.028930;5.108389
0.002000;-0.000404;-0.000215;-0.000124;-0.000094;0.000017;-0.000007;0.000124;0.000142;0.000193;0.000140;0.000143;-0.000021;-4.167674;1.082436;0.879927
0.002100;-0.000427;-0.000231;-0.000141;-0.000113;0.000003;-0.000016;0.000125;0.000150;0.000195;0.000141;0.000145;-0.000033;-7.863474;0.806869;0.499444
0.002200;-0.000443;-0.000248;-0.000159;-0.000134;-0.000016;-0.000032;0.000130;0.000157;0.000197;0.000138;0.000143;-0.000047;-12.242720;0.691047;0.341959
0.002300;-0.000469;-0.000271;-0.000185;-0.000164;-0.000045;-0.000059;0.000130;0.000161;0.000199;0.000132;0.000138;-0.000068;-19.548009;0.610389;0.231872
0.002400;-0.000490;-0.000294;-0.000202;-0.000175;-0.000057;-0.000084;0.000140;0.000164;0.000198;0.000123;0.000131;-0.000070;-23.957484;0.587271;0.197370
0.002500;-0.000517;-0.000330;-0.000233;-0.000199;-0.000083;-0.000122;0.000131;0.000150;0.000191;0.000098;0.000113;-0.000086;-34.611551;0.550668;0.142257
0.002600;-0.000530;-0.000353;-0.000251;-0.000209;-0.000095;-0.000145;0.000126;0.000144;0.000182;0.000085;0.000098;-0.000100;-40.876915;0.538847;0.122208
0.002700;-0.000556;-0.000385;-0.000275;-0.000226;-0.000112;-0.000170;0.000120;0.000134;0.000180;0.000065;0.000085;-0.000108;-48.597219;0.528561;0.106168
0.002800;-0.000568;-0.000409;-0.000294;-0.000239;-0.000123;-0.000189;0.000102;0.000120;0.000164;0.000046;0.000061;-0.000131;-56.987038;0.520189;0.090110
0.002900;-0.000589;-0.000435;-0.000320;-0.000266;-0.000146;-0.000205;0.000080;0.000110;0.000155;0.000032;0.000044;-0.000159;-66.193909;0.513376;0.079836
0.003000;-0.000626;-0.000478;-0.000366;-0.000317;-0.000193;-0.000239;0.000033;0.000082;0.000133;0.000002;0.000014;-0.000204;-84.099492;0.502855;0.065455
0.003100;-0.000654;-0.000508;-0.000394;-0.000347;-0.000218;-0.000255;0.000005;0.000070;0.000122;-0.000011;-0.000001;-0.000234;-94.486966;0.499333;0.060174
0.003200;-0.000702;-0.000567;-0.000456;-0.000413;-0.000273;-0.000294;-0.000058;0.000027;0.000089;-0.000058;-0.000045;-0.000290;-118.460805;0.492412;0.049773
0.003300;-0.000728;-0.000597;-0.000491;-0.000451;-0.000301;-0.000309;-0.000100;0.000009;0.000070;-0.000074;-0.000068;-0.000331;-131.364145;0.489983;0.045909
0.003400;-0.000752;-0.000633;-0.000524;-0.000475;-0.000315;-0.000323;-0.000143;-0.000025;0.000045;-0.000105;-0.000101;-0.000359;-144.532973;0.487943;0.041232
0.003500;-0.000788;-0.000677;-0.000564;-0.000508;-0.000338;-0.000342;-0.000185;-0.000056;0.000022;-0.000128;-0.000124;-0.000384;-158.686229;0.486064;0.038312
0.003600;-0.000815;-0.000715;-0.000601;-0.000536;-0.000356;-0.000361;-0.000223;-0.000086;-0.000001;-0.000149;-0.000153;-0.000409;-171.673818;0.484618;0.035718
0.003700;-0.000873;-0.000793;-0.000691;-0.000616;-0.000419;-0.000420;-0.000285;-0.000137;-0.000042;-0.000193;-0.000196;-0.000453;-199.325993;0.481558;0.032924
0.003800;-0.000902;-0.000831;-0.000737;-0.000650;-0.000443;-0.000448;-0.000291;-0.000140;-0.000044;-0.000198;-0.000201;-0.000461;-208.254642;0.481108;0.033588
0.003900;-0.000966;-0.000920;-0.000835;-0.000740;-0.000519;-0.000506;-0.000329;-0.000167;-0.000066;-0.000233;-0.000233;-0.000516;-234.911215;0.479769;0.033024
0.004000;-0.000993;-0.000943;-0.000868;-0.000785;-0.000558;-0.000542;-0.000349;-0.000178;-0.000080;-0.000242;-0.000249;-0.000553;-247.042022;0.478948;0.032552
0.004100;-0.001027;-0.000996;-0.000934;-0.000857;-0.000616;-0.000574;-0.000357;-0.000176;-0.000078;-0.000249;-0.000261;-0.000585;-261.404770;0.478563;0.033656
0.004200;-0.001064;-0.001036;-0.000980;-0.000917;-0.000669;-0.000614;-0.000379;-0.000184;-0.000085;-0.000257;-0.000278;-0.000619;-275.910875;0.477821;0.033769
0.004300;-0.001088;-0.001071;-0.001034;-0.000979;-0.000712;-0.000637;-0.000392;-0.000178;-0.000081;-0.000256;-0.000282;-0.000649;-286.689549;0.477539;0.034718
0.004400;-0.001149;-0.001158;-0.001122;-0.001065;-0.000789;-0.000714;-0.000453;-0.000234;-0.000132;-0.000307;-0.000341;-0.000710;-318.455120;0.476103;0.032487
0.004500;-0.001161;-0.001178;-0.001155;-0.001102;-0.000816;-0.000736;-0.000469;-0.000234;-0.000128;-0.000309;-0.000350;-0.000726;-325.784679;0.475743;0.032839
0.004601;-0.001091;-0.001094;-0.001065;-0.000973;-0.000666;-0.000566;-0.000312;-0.000089;0.000006;-0.000218;-0.000249;-0.000650;-271.424312;0.481788;0.039574
0.004701;-0.001013;-0.000872;-0.000703;-0.000607;-0.000421;-0.000475;-0.000276;-0.000116;-0.000043;-0.000230;-0.000249;-0.000581;-217.618959;0.485703;0.030481
0.004801;-0.001056;-0.000996;-0.000907;-0.000854;-0.000603;-0.000559;-0.000297;-0.000092;0.000001;-0.000222;-0.000256;-0.000614;-251.395507;0.482055;0.037009
0.004901;-0.000924;-0.000772;-0.000592;-0.000464;-0.000272;-0.000306;-0.000121;0.000037;0.000088;-0.000110;-0.000157;-0.000505;-159.595237;0.499157;0.041277
0.005001;-0.000800;-0.000601;-0.000387;-0.000199;0.000002;-0.000031;0.000090;0.000211;0.000226;0.000016;-0.000019;-0.000374;-72.653950;0.558295;0.075212
0.005101;-0.000463;-0.000287;-0.000087;0.000162;0.000415;0.000502;0.000652;0.000844;0.000809;0.000577;0.000435;0.000002;138.726974;0.399041;-0.058769
0.005201;-0.000302;-0.000184;-0.000009;0.000272;0.000537;0.000664;0.000824;0.001085;0.001116;0.001156;0.000833;0.000233;242.475851;0.430074;-0.048492
0.005301;-0.000174;-0.000110;0.000036;0.000333;0.000602;0.000726;0.000873;0.001163;0.001187;0.001444;0.001218;0.000430;301.024646;0.442468;-0.044944
0.005401;-0.000073;-0.000038;0.000084;0.000402;0.000675;0.000771;0.000926;0.001230;0.001237;0.001471;0.001428;0.000645;341.285359;0.448206;-0.040558
0.005501;0.000017;0.000012;0.000127;0.000468;0.000745;0.000831;0.001005;0.001323;0.001326;0.001556;0.001534;0.000775;378.550589;0.450393;-0.037878
0.005601;0.000142;0.000092;0.000182;0.000539;0.000815;0.000887;0.001097;0.001428;0.001432;0.001684;0.001735;0.000996;429.721127;0.454278;-0.035464
0.005701;0.000240;0.000148;0.000234;0.000612;0.000890;0.000962;0.001190;0.001535;0.001550;0.001819;0.001865;0.001114;473.730470;0.455546;-0.033778
0.005801;0.000440;0.000285;0.000333;0.000724;0.001003;0.001070;0.001336;0.001708;0.001729;0.002019;0.002106;0.001403;551.448793;0.458674;-0.031067
0.005901;0.000600;0.000392;0.000413;0.000810;0.001088;0.001180;0.001461;0.001867;0.001911;0.002230;0.002308;0.001598;617.778943;0.460227;-0.029808
0.006001;0.000884;0.000616;0.000572;0.000973;0.001262;0.001391;0.001675;0.002136;0.002189;0.002562;0.002612;0.001912;731.806300;0.461994;-0.027210
0.006101;0.001136;0.000818;0.000722;0.001132;0.001430;0.001593;0.001888;0.002403;0.002487;0.002887;0.002899;0.002189;840.886777;0.462905;-0.025599
0.006201;0.001492;0.001115;0.000953;0.001372;0.001683;0.001894;0.002191;0.002782;0.002873;0.003305;0.003248;0.002543;991.452965;0.463490;-0.023351
0.006301;0.001798;0.001387;0.001170;0.001599;0.001924;0.002182;0.002475;0.003133;0.003237;0.003685;0.003577;0.002877;1131.480650;0.463786;-0.021793
0.006401;0.002014;0.001616;0.001367;0.001822;0.002163;0.002465;0.002822;0.003532;0.003662;0.003991;0.003748;0.003092;1258.150235;0.462644;-0.020723
0.006501;0.002276;0.001920;0.001652;0.002158;0.002537;0.002922;0.003386;0.004108;0.004177;0.004312;0.003930;0.003354;1430.965892;0.460587;-0.018969
0.006601;0.002666;0.002325;0.002029;0.002571;0.002983;0.003434;0.003983;0.004734;0.004706;0.004762;0.004306;0.003761;1646.490512;0.459833;-0.017181
0.006701;0.002983;0.002707;0.002415;0.003023;0.003501;0.004054;0.004685;0.005436;0.005271;0.005178;0.004588;0.004077;1866.782503;0.458142;-0.015581
0.006801;0.003362;0.003105;0.002809;0.003473;0.004001;0.004634;0.005317;0.006061;0.005779;0.005617;0.004961;0.004479;2088.047598;0.457536;-0.014261
0.006901;0.003782;0.003528;0.003204;0.003917;0.004491;0.005219;0.005932;0.006670;0.006291;0.006094;0.005385;0.004916;2315.286277;0.457327;-0.013243
0.007001;0.004139;0.003881;0.003548;0.004318;0.004942;0.005757;0.006515;0.007254;0.006776;0.006525;0.005744;0.005285;2520.033318;0.456941;-0.012569
0.007101;0.004452;0.004225;0.003921;0.004759;0.005451;0.006378;0.007189;0.007892;0.007236;0.006864;0.006031;0.005624;2727.927976;0.456091;-0.011685
0.007201;0.004717;0.004492;0.004196;0.005096;0.005840;0.006843;0.007712;0.008393;0.007630;0.007176;0.006309;0.005934;2896.100375;0.455690;-0.011264
0.007301;0.005040;0.004816;0.004507;0.005454;0.006239;0.007311;0.008247;0.008911;0.008064;0.007570;0.006676;0.006306;3083.189966;0.455623;-0.010933
0.007401;0.005415;0.005196;0.004857;0.005855;0.006683;0.007814;0.008833;0.009484;0.008534;0.007983;0.007070;0.006703;3289.187634;0.455584;-0.010532
0.007501;0.005730;0.005505;0.005165;0.006241;0.007120;0.008320;0.009424;0.010033;0.009001;0.008364;0.007392;0.007041;3480.339156;0.455285;-0.010231
0.007601;0.006000;0.005736;0.005430;0.006592;0.007507;0.008764;0.009943;0.010509;0.009333;0.008624;0.007650;0.007292;3637.913204;0.454927;-0.009862
0.007701;0.006368;0.006055;0.005701;0.006878;0.007791;0.009034;0.010216;0.010730;0.009637;0.009027;0.007980;0.007717;3784.151285;0.455624;-0.009600
0.007801;0.006670;0.006389;0.005998;0.007238;0.008178;0.009462;0.010710;0.011162;0.010035;0.009379;0.008278;0.008075;3957.179384;0.455607;-0.009297
0.007901;0.006966;0.006588;0.006264;0.007518;0.008485;0.009826;0.011138;0.011620;0.010317;0.009635;0.008560;0.008320;4099.881013;0.455495;-0.009117
0.008001;0.007253;0.006831;0.006519;0.007805;0.008805;0.010188;0.011514;0.011997;0.010598;0.009889;0.008842;0.008567;4238.956513;0.455484;-0.008864
0.008101;0.007018;0.006501;0.006090;0.007321;0.008177;0.009407;0.010653;0.011191;0.010053;0.009413;0.008484;0.008349;3999.354837;0.456535;-0.009153
0.008201;0.007236;0.006709;0.006308;0.007540;0.008413;0.009670;0.010929;0.011447;0.010244;0.009629;0.008703;0.008551;4105.356172;0.456587;-0.008910
0.008301;0.007426;0.006920;0.006612;0.007920;0.008911;0.010305;0.011604;0.012001;0.010712;0.009862;0.008911;0.008699;4280.816685;0.455641;-0.008589
0.008401;0.007184;0.006633;0.006309;0.007554;0.008410;0.009598;0.010856;0.011297;0.010008;0.009347;0.008526;0.008494;4060.112412;0.456460;-0.008388
0.008501;0.007153;0.006755;0.006456;0.007796;0.008705;0.009937;0.011234;0.011504;0.010216;0.009377;0.008505;0.008561;4137.355444;0.455710;-0.007990
0.008601;0.007345;0.006958;0.006791;0.008166;0.009159;0.010443;0.011805;0.011990;0.010478;0.009591;0.008695;0.008752;4292.097918;0.455091;-0.007540
0.008701;0.006948;0.006482;0.006335;0.007696;0.008580;0.009709;0.011104;0.011284;0.009829;0.008929;0.008206;0.008362;4030.819191;0.455286;-0.007612
0.008801;0.006988;0.006598;0.006455;0.007855;0.008783;0.009921;0.011340;0.011409;0.009939;0.009061;0.008241;0.008483;4093.470839;0.455057;-0.007388
0.008901;0.006619;0.006112;0.006092;0.007469;0.008326;0.009357;0.010830;0.010896;0.009386;0.008505;0.007836;0.008068;3876.258044;0.454881;-0.007494
0.009001;0.006569;0.006205;0.006126;0.007505;0.008378;0.009420;0.010922;0.010919;0.009494;0.008507;0.007777;0.008112;3893.292988;0.454720;-0.007407
0.009101;0.006725;0.006361;0.006355;0.007765;0.008699;0.009809;0.011374;0.011305;0.009770;0.008744;0.007981;0.008250;4018.033960;0.454290;-0.007283
0.009201;0.006825;0.006458;0.006494;0.007970;0.008947;0.010108;0.011755;0.011629;0.010011;0.008824;0.008116;0.008322;4108.526854;0.453800;-0.007185
0.009301;0.006957;0.006683;0.006648;0.008202;0.009274;0.010510;0.012197;0.011947;0.010353;0.009172;0.008264;0.008575;4237.987144;0.453548;-0.007202
0.009401;0.006541;0.006131;0.006225;0.007684;0.008634;0.009730;0.011433;0.011238;0.009604;0.008486;0.007700;0.008107;3954.777736;0.453581;-0.007217
0.009501;0.006571;0.006186;0.006268;0.007797;0.008795;0.009887;0.011592;0.011346;0.009717;0.008453;0.007795;0.008106;3993.687970;0.453302;-0.007065
0.009601;0.006715;0.006351;0.006450;0.008037;0.009093;0.010236;0.011990;0.011694;0.009996;0.008651;0.007944;0.008248;4106.434525;0.452958;-0.006950
0.009701;0.006833;0.006462;0.006563;0.008222;0.009330;0.010533;0.012280;0.011893;0.010221;0.008905;0.008078;0.008432;4197.860572;0.452831;-0.006955
0.009801;0.006512;0.006000;0.006197;0.007794;0.008819;0.009932;0.011721;0.011391;0.009530;0.008316;0.007644;0.008038;3969.619718;0.452703;-0.006941
0.009901;0.006556;0.006042;0.006246;0.007779;0.008734;0.009808;0.011515;0.011222;0.009442;0.008214;0.007660;0.008028;3944.356651;0.453172;-0.006681
0.010001;0.006679;0.006200;0.006403;0.008007;0.009062;0.010262;0.011998;0.011667;0.009843;0.008615;0.007838;0.008199;4081.789687;0.452687;-0.006919
0.010101;0.006775;0.006342;0.006509;0.008200;0.009377;0.010669;0.012377;0.011995;0.010129;0.008822;0.007936;0.008304;4185.390145;0.452189;-0.006887
0.010201;0.006743;0.006177;0.006386;0.008036;0.009128;0.010352;0.011986;0.011683;0.009879;0.008633;0.007864;0.008181;4092.556013;0.452625;-0.006894
0.010301;0.006571;0.005940;0.006168;0.007740;0.008730;0.009911;0.011510;0.011310;0.009526;0.008290;0.007639;0.007922;3944.835174;0.452857;-0.006985
0.010401;0.006630;0.006017;0.006268;0.007914;0.009005;0.010292;0.011887;0.011628;0.009784;0.008495;0.007728;0.008013;4038.509467;0.452283;-0.007027
0.010501;0.006903;0.006264;0.006482;0.008148;0.009241;0.010524;0.012139;0.011937;0.010093;0.008750;0.008021;0.008238;4158.410859;0.452611;-0.006992
0.010601;0.006955;0.006300;0.006568;0.008296;0.009464;0.010830;0.012424;0.012138;0.010246;0.008858;0.008079;0.008291;4224.952601;0.452159;-0.006901
0.010701;0.006516;0.005794;0.006061;0.007729;0.008807;0.010074;0.011689;0.011430;0.009602;0.008285;0.007534;0.007843;3948.952149;0.452111;-0.007199
0.010801;0.006613;0.005893;0.006151;0.007846;0.008932;0.010197;0.011887;0.011652;0.009781;0.008416;0.007694;0.007948;4013.111961;0.452121;-0.007294
0.010901;0.006862;0.006167;0.006388;0.008097;0.009206;0.010524;0.012221;0.011959;0.010127;0.008764;0.007968;0.008213;4148.865375;0.452360;-0.007257
0.011001;0.006998;0.006277;0.006524;0.008253;0.009396;0.010757;0.012466;0.012211;0.010315;0.008915;0.008138;0.008330;4230.098141;0.452283;-0.007229
0.011101;0.006548;0.005737;0.005996;0.007660;0.008708;0.010022;0.011748;0.011528;0.009647;0.008362;0.007570;0.007839;3949.038741;0.452126;-0.007634
0.011201;0.006602;0.005814;0.006064;0.007763;0.008855;0.010200;0.011932;0.011717;0.009873;0.008449;0.007663;0.007867;4004.894812;0.451896;-0.007685
0.011301;0.006883;0.006144;0.006355;0.008067;0.009195;0.010596;0.012346;0.012116;0.010183;0.008813;0.007989;0.008153;4162.305662;0.452103;-0.007499
0.011401;0.006843;0.006079;0.006350;0.008133;0.009358;0.010806;0.012524;0.012198;0.010335;0.008793;0.007940;0.008098;4186.362995;0.451490;-0.007465
0.011501;0.006492;0.005635;0.005904;0.007575;0.008634;0.009955;0.011666;0.011440;0.009551;0.008239;0.007485;0.007738;3908.077586;0.451969;-0.007663
0.011601;0.006589;0.005736;0.006020;0.007718;0.008828;0.010211;0.011986;0.011799;0.009853;0.008403;0.007656;0.007811;3997.531699;0.451659;-0.007834
0.011701;0.006776;0.005941;0.006236;0.007992;0.009177;0.010616;0.012319;0.012050;0.010143;0.008674;0.007869;0.008022;4122.451160;0.451610;-0.007590
0.011801;0.006659;0.005781;0.006075;0.007828;0.008956;0.010285;0.011976;0.011768;0.009850;0.008471;0.007719;0.007909;4023.462823;0.451842;-0.007594
0.011901;0.006488;0.005598;0.005912;0.007623;0.008693;0.010033;0.011706;0.011498;0.009538;0.008213;0.007482;0.007696;3914.522619;0.451726;-0.007568
0.012001;0.006573;0.005738;0.006036;0.007773;0.008901;0.010292;0.011943;0.011705;0.009807;0.008373;0.007613;0.007805;3995.472541;0.451582;-0.007546
0.012101;0.006740;0.005892;0.006202;0.007986;0.009193;0.010673;0.012374;0.012146;0.010114;0.008627;0.007847;0.007955;4119.834841;0.451293;-0.007625
0.012201;0.006826;0.006001;0.006364;0.008205;0.009524;0.011162;0.012856;0.012464;0.010361;0.008822;0.007949;0.008051;4230.357672;0.450676;-0.007465
0.012301;0.007055;0.006233;0.006538;0.008379;0.009631;0.011169;0.012906;0.012636;0.010556;0.009029;0.008229;0.008285;4310.572938;0.451396;-0.007448
0.012401;0.006946;0.006080;0.006326;0.008097;0.009218;0.010623;0.012411;0.012218;0.010152;0.008852;0.008055;0.008206;4175.745581;0.452090;-0.007617
0.012501;0.006915;0.006034;0.006245;0.007971;0.009045;0.010396;0.012219;0.012062;0.010135;0.008747;0.008027;0.008155;4127.764271;0.452388;-0.007804
0.012601;0.007070;0.006203;0.006455;0.008218;0.009368;0.010795;0.012586;0.012345;0.010416;0.008972;0.008233;0.008317;4245.555011;0.452174;-0.007621
0.012701;0.007265;0.006423;0.006673;0.008463;0.009655;0.011093;0.012902;0.012611;0.010677;0.009197;0.008443;0.008522;4360.416981;0.452226;-0.007425
0.012801;0.006829;0.005921;0.006159;0.007881;0.008930;0.010208;0.012074;0.011868;0.009894;0.008567;0.007915;0.008080;4064.337684;0.452425;-0.007676
0.012901;0.006964;0.006095;0.006344;0.008045;0.009105;0.010405;0.012218;0.012000;0.010031;0.008748;0.008055;0.008220;4138.487103;0.452594;-0.007454
0.013001;0.007097;0.006230;0.006472;0.008243;0.009366;0.010770;0.012627;0.012370;0.010379;0.008986;0.008253;0.008356;4252.253821;0.452259;-0.007584
0.013101;0.007199;0.006371;0.006640;0.008444;0.009638;0.011099;0.012881;0.012592;0.010543;0.009102;0.008364;0.008450;4336.993540;0.452010;-0.007297
0.013201;0.006827;0.005911;0.006187;0.007908;0.008958;0.010318;0.012119;0.011851;0.009827;0.008582;0.007862;0.008065;4067.844732;0.452258;-0.007503
0.013301;0.006993;0.006100;0.006306;0.008000;0.009040;0.010367;0.012119;0.011953;0.010062;0.008742;0.008078;0.008190;4127.607649;0.452760;-0.007559
0.013401;0.007065;0.006216;0.006487;0.008281;0.009520;0.011050;0.012774;0.012427;0.010435;0.008982;0.008187;0.008277;4273.774934;0.451681;-0.007416
0.013501;0.007292;0.006434;0.006702;0.008513;0.009707;0.011202;0.012854;0.012520;0.010570;0.009158;0.008437;0.008486;4358.455628;0.452200;-0.007104
0.013601;0.006967;0.006053;0.006263;0.007971;0.009025;0.010348;0.011996;0.011814;0.009904;0.008640;0.008007;0.008157;4096.225949;0.452778;-0.007338
0.013701;0.006925;0.006000;0.006245;0.008010;0.009141;0.010554;0.012238;0.011992;0.010087;0.008675;0.008016;0.008102;4129.007922;0.452145;-0.007529
0.013801;0.007216;0.006345;0.006574;0.008362;0.009487;0.010886;0.012551;0.012316;0.010384;0.009017;0.008359;0.008426;4282.358579;0.452558;-0.007213
0.013901;0.006911;0.005955;0.006180;0.007913;0.008973;0.010324;0.012091;0.011919;0.009886;0.008681;0.007984;0.008127;4088.455550;0.452519;-0.007672
0.014001;0.006932;0.006032;0.006223;0.007925;0.008958;0.010280;0.012034;0.011843;0.009999;0.008680;0.008029;0.008141;4093.544636;0.452766;-0.007648
0.014101;0.007095;0.006222;0.006431;0.008154;0.009228;0.010611;0.012381;0.012174;0.010235;0.008902;0.008267;0.008311;4207.929764;0.452668;-0.007530
0.014201;0.007219;0.006385;0.006598;0.008380;0.009515;0.010985;0.012870;0.012639;0.010487;0.009153;0.008401;0.008454;4327.753532;0.452210;-0.007529
0.014301;0.007208;0.006339;0.006534;0.008283;0.009378;0.010761;0.012559;0.012332;0.010299;0.009047;0.008375;0.008431;4267.741521;0.452709;-0.007412
0.014401;0.007058;0.006150;0.006311;0.007987;0.008977;0.010251;0.012042;0.011874;0.009988;0.008746;0.008197;0.008255;4123.246232;0.453240;-0.007558
0.014501;0.007194;0.006291;0.006482;0.008188;0.009255;0.010610;0.012380;0.012162;0.010299;0.008960;0.008352;0.008372;4228.671406;0.452944;-0.007502
0.014601;0.006894;0.005921;0.006131;0.007847;0.008897;0.010225;0.012028;0.011814;0.009907;0.008616;0.008009;0.008067;4065.518200;0.452622;-0.007794
0.014701;0.006982;0.006064;0.006210;0.007884;0.008881;0.010160;0.011964;0.011818;0.009921;0.008718;0.008079;0.008178;4085.124366;0.453131;-0.007729
0.014801;0.007197;0.006283;0.006475;0.008175;0.009237;0.010570;0.012331;0.012133;0.010296;0.008940;0.008361;0.008364;4221.598613;0.453022;-0.007511
0.014901;0.007251;0.006389;0.006579;0.008370;0.009548;0.010982;0.012801;0.012577;0.010544;0.009126;0.008463;0.008447;4327.409399;0.452323;-0.007533
0.015001;0.006983;0.006052;0.006216;0.007905;0.008888;0.010149;0.011909;0.011742;0.009851;0.008602;0.008074;0.008147;4071.840085;0.453147;-0.007505
0.015101;0.007040;0.006135;0.006296;0.007974;0.008980;0.010265;0.011961;0.011806;0.009946;0.008687;0.008168;0.008195;4108.266562;0.453201;-0.007437
0.015201;0.007152;0.006293;0.006489;0.008251;0.009401;0.010857;0.012578;0.012309;0.010351;0.008973;0.008322;0.008313;4257.787190;0.452352;-0.007413
0.015301;0.007307;0.006428;0.006574;0.008345;0.009508;0.011005;0.012750;0.012513;0.010574;0.009186;0.008538;0.008473;4332.152007;0.452568;-0.007606
